	Code	EIU19VA	EIU19PV	EIU19GE	EIU19RQ	EIU19RL	EIU19CC	EIU18VA	EIU18PV	EIU18GE	EIU18RQ	EIU18RL	EIU18CC	EIU17VA	EIU17PV	EIU17GE	EIU17RQ	EIU17RL	EIU17CC	EIU16VA	EIU16PV	EIU16GE	EIU16RQ	EIU16RL	EIU16CC	EIU15VA	EIU15PV	EIU15GE	EIU15RQ	EIU15RL	EIU15CC	EIU14VA	EIU14PV	EIU14GE	EIU14RQ	EIU14RL	EIU14CC	EIU13VA	EIU13PV	EIU13GE	EIU13RQ	EIU13RL	EIU13CC	EIU12VA	EIU12PV	EIU12GE	EIU12RQ	EIU12RL	EIU12CC	EIU11VA	EIU11PV	EIU11GE	EIU11RQ	EIU11RL	EIU11CC	EIU10VA	EIU10PV	EIU10GE	EIU10RQ	EIU10RL	EIU10CC	EIU09VA	EIU09PV	EIU09GE	EIU09RQ	EIU09RL	EIU09CC	EIU08VA	EIU08PV	EIU08GE	EIU08RQ	EIU08RL	EIU08CC	EIU07VA	EIU07PV	EIU07GE	EIU07RQ	EIU07RL	EIU07CC	EIU06VA	EIU06PV	EIU06GE	EIU06RQ	EIU06RL	EIU06CC	EIU05VA	EIU05PV	EIU05GE	EIU05RQ	EIU05RL	EIU05CC	EIU04VA	EIU04PV	EIU04GE	EIU04RQ	EIU04RL	EIU04CC	EIU03VA	EIU03PV	EIU03GE	EIU03RQ	EIU03RL	EIU03CC	EIU02VA	EIU02PV	EIU02GE	EIU02RQ	EIU02RL	EIU02CC	EIU00VA	EIU00PV	EIU00GE	EIU00RQ	EIU00RL	EIU00CC	EIU98VA	EIU98PV	EIU98GE	EIU98RQ	EIU98RL	EIU98CC	EIU96VA	EIU96PV	EIU96GE	EIU96RQ	EIU96RL	EIU96CC
 	Year	2019	2019	2019	2019	2019	2019	2018	2018	2018	2018	2018	2018	2017	2017	2017	2017	2017	2017	2016	2016	2016	2016	2016	2016	2015	2015	2015	2015	2015	2015	2014	2014	2014	2014	2014	2014	2013	2013	2013	2013	2013	2013	2012	2012	2012	2012	2012	2012	2011	2011	2011	2011	2011	2011	2010	2010	2010	2010	2010	2010	2009	2009	2009	2009	2009	2009	2008	2008	2008	2008	2008	2008	2007	2007	2007	2007	2007	2007	2006	2006	2006	2006	2006	2006	2005	2005	2005	2005	2005	2005	2004	2004	2004	2004	2004	2004	2003	2003	2003	2003	2003	2003	2002	2002	2002	2002	2002	2002	2000	2000	2000	2000	2000	2000	1998	1998	1998	1998	1998	1998	1996	1996	1996	1996	1996	1996
Ecuador	ECU	0.504	0.500	0.250	0.300	0.406	0.250	0.501	0.550	0.250	0.250	0.375	0.250	0.489	0.550	0.125	0.150	0.375	0.250	0.478	0.550	0.125	0.150	0.375	0.250	0.481	0.550	0.125	0.050	0.281	0.250	0.481	0.600	0.125	0.150	0.281	0.000	0.481	0.600	0.125	0.150	0.281	0.000	0.477	0.450	0.125	0.150	0.188	0.000	0.474	0.450	0.125	0.150	0.188	0.000	0.476	0.450	0.125	0.150	0.188	0.000	0.470	0.400	0.125	0.100	0.188	0.000	0.470	0.350	0.000	0.300	0.188	0.000	0.470	0.350	0.000	0.300	0.234	0.000	0.470	0.350	0.000	0.300	0.281	0.000	0.375	0.350	0.000	0.400	0.344	0.000	0.375	0.300	0.000	0.450	0.375	0.000	0.438	0.350	0.000	0.450	0.375	0.000	0.438	0.350	0.000	0.450	0.344	0.000	0.313	0.350	0.000	0.550	0.375	0.000	0.313	0.500	0.250	0.600	0.344	0.000	0.313	0.250	0.000	0.550	0.344	0.000
"Egypt, Arab Rep."	EGY	0.247	0.550	0.250	0.350	0.531	0.500	0.324	0.650	0.250	0.350	0.531	0.500	0.324	0.500	0.250	0.300	0.500	0.500	0.322	0.500	0.250	0.300	0.531	0.500	0.315	0.500	0.250	0.450	0.531	0.250	0.283	0.450	0.250	0.550	0.500	0.250	0.320	0.250	0.250	0.500	0.469	0.250	0.384	0.300	0.250	0.650	0.438	0.250	0.385	0.300	0.375	0.650	0.469	0.250	0.310	0.500	0.375	0.650	0.656	0.250	0.351	0.550	0.375	0.650	0.688	0.250	0.320	0.500	0.375	0.650	0.656	0.250	0.320	0.475	0.375	0.600	0.625	0.250	0.320	0.300	0.375	0.550	0.625	0.250	0.250	0.250	0.375	0.550	0.594	0.250	0.313	0.350	0.375	0.400	0.594	0.250	0.250	0.350	0.250	0.400	0.594	0.250	0.250	0.450	0.250	0.500	0.594	0.250	0.313	0.700	0.500	0.400	0.500	0.250	0.313	0.700	0.500	0.350	0.500	0.250	0.313	0.550	0.500	0.350	0.500	0.250
Eritrea	ERI	0.119	0.400	0.125	0.100	0.219	0.000	0.119	0.400	0.125	0.100	0.219	0.000	0.119	0.350	0.125	0.100	0.219	0.000	0.119	0.350	0.125	0.100	0.219	0.000	0.119	0.350	0.125	0.100	0.219	0.000	0.122	0.350	0.125	0.100	0.219	0.500	0.120	0.350	0.125	0.100	0.219	0.500	0.120	0.350	0.125	0.100	0.219	0.500	0.117	0.350	0.125	0.100	0.219	0.500	0.116	0.350	0.125	0.100	0.219	0.500	0.116	0.400	0.125	0.100	0.219	0.500	0.116	0.400	0.125	0.100	0.219	0.500	0.178	0.400	0.125	0.100	0.219	0.500	0.178	0.400	0.125	0.100	0.219	0.500																																										
Spain	ESP	0.758	0.750	0.750	0.750	0.750	0.500	0.748	0.750	0.750	0.750	0.750	0.500	0.748	0.800	0.750	0.800	0.781	0.500	0.759	0.750	0.750	0.800	0.781	0.500	0.759	0.750	0.750	0.800	0.781	0.500	0.746	0.750	0.750	0.800	0.781	0.500	0.745	0.600	0.625	0.800	0.781	0.750	0.745	0.600	0.625	0.800	0.781	0.750	0.745	0.650	0.625	0.800	0.781	0.750	0.752	0.700	0.625	0.800	0.781	0.750	0.766	0.700	0.625	0.800	0.781	0.750	0.766	0.700	0.625	0.800	0.813	0.750	0.761	0.700	0.625	0.775	0.813	0.750	0.761	0.700	0.625	0.750	0.813	0.750	0.750	0.900	1.000	0.800	0.781	0.750	0.750	0.800	0.750	0.800	0.781	0.750	0.813	0.850	1.000	0.750	0.906	0.750	0.750	0.800	1.000	0.750	0.906	0.750	0.750	0.800	1.000	0.750	0.906	0.750	0.750	0.800	1.000	0.750	0.875	0.750	0.813	0.800	1.000	0.750	0.906	0.750
Estonia	EST	0.770	0.600	0.875	0.850	0.781	1.000	0.774	0.600	0.875	0.800	0.781	1.000	0.765	0.600	0.750	0.900	0.813	0.500	0.768	0.600	0.750	0.900	0.813	0.500	0.768	0.600	0.750	0.900	0.813	0.500	0.762	0.600	0.625	0.900	0.813	0.500	0.724	0.650	0.500	0.850	0.781	0.500	0.724	0.650	0.500	0.850	0.781	0.500	0.724	0.650	0.500	0.850	0.781	0.500	0.728	0.650	0.500	0.850	0.781	0.500	0.728	0.650	0.500	0.850	0.781	0.500	0.728	0.700	0.500	0.850	0.781	0.500	0.731	0.775	0.500	0.850	0.781	0.500	0.731	0.850	0.500	0.850	0.781	0.500	0.688	0.850	0.500	0.850	0.781	0.500	0.750	0.850	0.500	0.850	0.719	0.500	0.750	0.800	0.500	0.850	0.719	0.500	0.750	0.850	0.500	0.850	0.719	0.500	0.688	0.750	0.500	0.850	0.625	0.500	0.688	0.700	0.375	0.850	0.563	0.500	0.625	0.700	0.500	0.850	0.563	0.250
Ethiopia	ETH	0.297	0.300	0.125	0.250	0.469	0.250	0.293	0.300	0.125	0.250	0.469	0.250	0.296	0.250	0.125	0.250	0.469	0.250	0.305	0.250	0.125	0.200	0.438	0.500	0.317	0.300	0.125	0.200	0.438	0.250	0.311	0.300	0.250	0.150	0.438	0.250	0.317	0.300	0.250	0.150	0.375	0.250	0.311	0.300	0.375	0.200	0.313	0.250	0.315	0.250	0.375	0.250	0.344	0.250	0.309	0.250	0.375	0.350	0.344	0.250	0.351	0.250	0.375	0.350	0.344	0.250	0.351	0.250	0.375	0.350	0.344	0.250	0.361	0.250	0.375	0.300	0.344	0.250	0.361	0.250	0.375	0.300	0.344	0.250	0.188	0.400	0.000	0.200	0.156	0.000	0.125	0.400	0.000	0.200	0.156	0.000	0.125	0.400	0.000	0.150	0.156	0.000	0.125	0.400	0.000	0.150	0.156	0.000	0.125	0.400	0.000	0.150	0.156	0.000	0.125	0.400	0.000	0.150	0.156	0.000	0.125	0.400	0.000	0.150	0.156	0.000
Finland	FIN	0.900	0.700	1.000	0.900	0.969	1.000	0.895	0.700	1.000	0.850	0.969	1.000	0.889	0.850	1.000	0.900	0.969	1.000	0.889	0.800	1.000	0.900	0.969	1.000	0.889	0.750	1.000	0.950	0.969	1.000	0.889	0.750	1.000	0.950	0.969	0.750	0.889	0.850	1.000	0.950	0.969	0.750	0.891	0.850	1.000	0.900	0.969	0.750	0.891	0.800	1.000	0.900	0.969	0.750	0.897	0.900	1.000	0.900	0.969	0.750	0.900	0.900	1.000	0.900	0.969	0.750	0.900	0.900	0.750	0.850	0.969	1.000	0.900	0.900	0.750	0.850	0.969	1.000	0.900	0.900	0.750	0.850	0.969	1.000	0.938	1.000	1.000	0.900	1.000	1.000	0.938	1.000	0.875	0.900	1.000	1.000	0.813	0.950	1.000	0.900	1.000	1.000	0.813	0.950	1.000	0.900	1.000	1.000	0.813	0.950	1.000	0.850	1.000	1.000	0.750	0.950	1.000	0.850	1.000	1.000	0.813	0.950	1.000	0.850	1.000	1.000
Fiji	FJI	0.585	..	..	..	..	..	0.585	..	..	..	..	..	0.585	..	..	..	..	..	0.564	..	..	..	..	..	0.569	..	..	..	..	..	0.561	..	..	..	..	..	0.361	..	..	..	..	..	0.367	..	..	..	..	..	0.367						0.362						0.511	..	..	..	..	..	0.511	..	..	..	..	..	0.566	..	..	..	..	..	0.566	..	..	..	..	..																																										
France	FRA	0.812	0.800	0.875	0.800	0.875	0.750	0.796	0.800	0.875	0.800	0.875	0.750	0.796	0.800	0.875	0.800	0.875	0.750	0.802	0.800	0.875	0.800	0.875	0.750	0.802	0.750	0.875	0.800	0.875	0.750	0.808	0.750	0.875	0.800	0.875	0.750	0.802	0.700	0.875	0.800	0.875	0.750	0.800	0.750	0.750	0.800	0.875	0.750	0.795	0.750	0.750	0.850	0.875	0.750	0.795	0.800	0.750	0.850	0.938	0.750	0.810	0.800	0.750	0.850	0.938	0.750	0.810	0.850	0.750	0.850	0.938	0.750	0.810	0.850	0.750	0.850	0.938	0.750	0.810	0.850	0.750	0.850	0.938	0.750	0.875	0.800	0.875	0.800	0.906	0.750	0.813	0.750	0.875	0.800	0.906	0.750	0.563	0.900	0.875	0.750	0.906	0.750	0.625	0.900	0.875	0.700	0.906	0.750	0.625	0.900	0.875	0.700	0.906	0.750	0.625	0.900	0.875	0.700	0.906	0.750	0.625	0.900	0.875	0.700	0.906	0.750
Gabon	GAB	0.368	0.500	0.125	0.300	0.406	0.250	0.368	0.500	0.250	0.300	0.406	0.250	0.368	0.500	0.250	0.300	0.406	0.250	0.375	0.500	0.250	0.300	0.406	0.250	0.376	0.500	0.250	0.300	0.406	0.250	0.376	0.600	0.250	0.300	0.406	0.250	0.376	0.600	0.250	0.400	0.406	0.250	0.366	0.600	0.250	0.400	0.406	0.250	0.330	0.600	0.250	0.400	0.406	0.250	0.321	0.600	0.250	0.400	0.406	0.250	0.306	0.500	0.250	0.400	0.406	0.250	0.338	0.650	0.250	0.400	0.406	0.250	0.277	0.575	0.250	0.375	0.359	0.250	0.261	0.550	0.250	0.350	0.313	0.250	0.313	0.500	0.125	0.450	0.438	0.250	0.313	0.450	0.125	0.450	0.438	0.250	0.313	0.550	0.125	0.450	0.438	0.250	0.313	0.550	0.125	0.450	0.438	0.250	0.313	0.550	0.000	0.450	0.438	0.250	0.250	0.400	0.000	0.450	0.313	0.000	0.188	0.300	0.000	0.450	0.219	0.000
United Kingdom	GBR	0.832	0.700	0.875	0.850	0.938	1.000	0.833	0.750	0.875	0.850	0.938	1.000	0.833	0.750	0.875	0.800	0.906	1.000	0.793	0.650	0.875	0.800	0.906	1.000	0.791	0.750	0.875	0.900	0.906	1.000	0.791	0.650	0.750	0.850	0.906	0.750	0.791	0.650	0.750	0.850	0.906	0.750	0.786	0.650	0.750	0.850	0.906	0.750	0.750	0.650	0.750	0.850	0.906	0.750	0.783	0.750	0.750	0.850	0.969	0.750	0.783	0.700	0.750	0.850	0.969	0.750	0.814	0.850	0.875	0.950	0.969	0.750	0.810	0.900	0.875	1.000	0.969	0.750	0.810	0.900	0.875	1.000	0.969	0.750	0.813	0.900	1.000	0.850	0.906	1.000	0.875	0.850	1.000	0.900	0.906	1.000	0.625	0.900	1.000	0.850	0.906	1.000	0.625	0.900	1.000	0.850	0.906	1.000	0.625	0.900	1.000	0.850	0.906	1.000	0.625	0.900	1.000	0.850	0.906	1.000	0.625	0.900	1.000	0.850	0.906	1.000
Georgia	GEO	0.552	0.450	0.750	0.800	0.594	0.750	0.556	0.450	0.750	0.800	0.594	0.750	0.578	0.450	0.750	0.800	0.594	0.750	0.578	0.500	0.625	0.750	0.594	0.500	0.575	0.500	0.625	0.750	0.594	0.500	0.572	0.450	0.625	0.750	0.594	0.500	0.579	0.400	0.625	0.700	0.531	0.250	0.558	0.350	0.625	0.700	0.500	0.250	0.518	0.250	0.625	0.700	0.500	0.250	0.511	0.250	0.625	0.700	0.500	0.250	0.512	0.050	0.625	0.700	0.500	0.250	0.512	0.100	0.625	0.700	0.500	0.250	0.511	0.325	0.563	0.700	0.484	0.250	0.464	0.400	0.375	0.700	0.438	0.500																																										
Ghana	GHA	0.582	0.750	0.250	0.500	0.469	0.500	0.582	0.750	0.250	0.500	0.469	0.500	0.553	0.750	0.375	0.500	0.469	0.500	0.556	0.600	0.375	0.350	0.438	0.750	0.562	0.600	0.375	0.350	0.469	0.500	0.535	0.600	0.375	0.400	0.469	0.500	0.535	0.600	0.375	0.400	0.438	0.500	0.520	0.650	0.250	0.400	0.438	0.500	0.520	0.650	0.250	0.400	0.438	0.500	0.520	0.700	0.250	0.400	0.438	0.500	0.486	0.700	0.250	0.400	0.438	0.500	0.486	0.600	0.250	0.400	0.500	0.500	0.486	0.625	0.250	0.400	0.500	0.500	0.486	0.650	0.250	0.400	0.500	0.500	0.313	0.450	0.250	0.400	0.438	0.250	0.250	0.450	0.250	0.400	0.438	0.250	0.313	0.450	0.250	0.400	0.531	0.250	0.313	0.450	0.250	0.400	0.531	0.250	0.313	0.500	0.250	0.400	0.531	0.250	0.188	0.500	0.250	0.400	0.281	0.250	0.250	0.550	0.250	0.400	0.438	0.250
Guinea	GIN	0.251	0.500	0.000	0.300	0.125	0.250	0.251	0.500	0.000	0.300	0.125	0.000	0.251	0.550	0.000	0.300	0.125	0.000	0.251	0.600	0.000	0.300	0.125	0.000	0.251	0.550	0.000	0.300	0.063	0.000	0.213	0.350	0.000	0.300	0.063	0.000	0.205	0.200	0.000	0.300	0.063	0.000	0.202	0.200	0.000	0.300	0.094	0.000	0.202	0.250	0.000	0.300	0.094	0.000	0.202	0.200	0.000	0.300	0.094	0.000	0.167	0.150	0.000	0.300	0.094	0.000	0.136	0.200	0.000	0.300	0.188	0.000	0.132	0.250	0.000	0.350	0.250	0.000	0.226	0.250	0.000	0.350	0.281	0.250																																										
"Gambia, The"	GMB	0.435	0.600	0.000	0.350	0.438	0.500	0.434	0.600	0.000	0.350	0.438	0.250	0.422	0.600	0.000	0.350	0.438	0.250	0.208	0.500	0.000	0.350	0.375	0.250	0.211	0.500	0.000	0.350	0.375	0.250	0.246	0.500	0.000	0.350	0.344	0.250	0.259	0.500	0.000	0.400	0.344	0.250	0.228	0.550	0.125	0.450	0.344	0.250	0.232	0.550	0.000	0.450	0.375	0.250	0.232	0.550	0.000	0.450	0.375	0.250	0.272	0.600	0.000	0.450	0.375	0.250	0.366	0.400	0.000	0.500	0.438	0.250	0.376	0.450	0.125	0.500	0.438	0.250	0.376	0.500	0.125	0.500	0.438	0.250																																										
Guinea-Bissau	GNB	0.263	..	..	..	..	..	0.198	..	..	..	..	..	0.198	..	..	..	..	..	0.198	..	..	..	..	..	0.193	..	..	..	..	..	0.193	..	..	..	..	..	0.126	..	..	..	..	..	0.143	..	..	..	..	..	0.199						0.199						0.199	..	..	..	..	..	0.199	..	..	..	..	..	0.200	..	..	..	..	..	0.200	..	..	..	..	..																																										
Equatorial Guinea	GNQ	0.096	0.450	0.125	0.150	0.313	0.000	0.096	0.450	0.000	0.150	0.281	0.000	0.091	0.450	0.000	0.150	0.281	0.000	0.085	0.450	0.000	0.150	0.281	0.000	0.089	0.450	0.000	0.150	0.313	0.000	0.083	0.450	0.000	0.150	0.313	0.000	0.089	0.450	0.000	0.150	0.313	0.000	0.092	0.450	0.000	0.150	0.313	0.000	0.089	0.450	0.000	0.150	0.313	0.000	0.092	0.550	0.000	0.150	0.313	0.000	0.110	0.550	0.000	0.150	0.313	0.000	0.110	0.500	0.000	0.150	0.344	0.000	0.105	0.500	0.000	0.125	0.297	0.000	0.105	0.500	0.000	0.100	0.250	0.000	0.000	0.150	0.000	0.100	0.125	0.000	0.000	0.300	0.000	0.100	0.125	0.000	0.000	0.300	0.000	0.100	0.125	0.000	0.000	0.300	0.000	0.100	0.125	0.000	0.000	0.300	0.000	0.100	0.125	0.000	0.000	0.300	0.000	0.100	0.125	0.000	0.000	0.300	0.000	0.100	0.125	0.000
Greece	GRC	0.715	0.700	0.375	0.750	0.594	0.250	0.708	0.700	0.375	0.750	0.594	0.250	0.708	0.600	0.375	0.750	0.594	0.250	0.705	0.600	0.375	0.750	0.594	0.250	0.685	0.550	0.375	0.750	0.625	0.250	0.685	0.700	0.375	0.750	0.688	0.250	0.695	0.550	0.375	0.750	0.656	0.250	0.695	0.550	0.375	0.750	0.656	0.250	0.758	0.600	0.375	0.750	0.656	0.250	0.771	0.600	0.375	0.750	0.656	0.250	0.782	0.700	0.500	0.750	0.688	0.500	0.782	0.850	0.500	0.800	0.750	0.500	0.782	0.850	0.500	0.800	0.750	0.500	0.782	0.850	0.500	0.800	0.750	0.500	0.750	0.850	0.500	0.800	0.750	0.500	0.750	0.850	0.500	0.800	0.750	0.500	0.750	0.850	0.500	0.800	0.750	0.500	0.750	0.800	0.500	0.800	0.750	0.500	0.688	0.700	0.625	0.800	0.781	0.750	0.750	0.600	0.625	0.800	0.750	0.750	0.688	0.600	0.750	0.800	0.813	0.500
Greenland	GRL	0.813	1.000	0.625	0.850	0.938	0.750	0.813	1.000	0.625	0.850	0.938	0.750	0.813	1.000	0.625	0.850	0.938	0.750	0.813	1.000	0.625	0.850	0.938	0.750	0.813	1.000	0.625	0.850	0.938	0.750	0.813	1.000	0.625	0.850	0.938	0.750	0.813	1.000	0.625	0.850	0.938	0.750	0.813	1.000	0.625	0.850	0.938	0.750	0.813	1.000	0.625	0.850	0.938	0.750	0.813	1.000	0.625	0.850	0.938	0.750	0.813	1.000	0.625	0.850	0.938	0.750																																																												
Guatemala	GTM	0.357	0.550	0.250	0.550	0.250	0.250	0.374	0.550	0.250	0.550	0.250	0.250	0.387	0.550	0.250	0.550	0.250	0.250	0.390	0.550	0.250	0.550	0.250	0.250	0.390	0.500	0.250	0.500	0.250	0.250	0.384	0.500	0.000	0.500	0.250	0.250	0.384	0.500	0.000	0.500	0.250	0.250	0.388	0.500	0.000	0.500	0.281	0.250	0.388	0.500	0.000	0.500	0.281	0.250	0.396	0.500	0.000	0.500	0.281	0.250	0.429	0.500	0.000	0.500	0.281	0.250	0.429	0.400	0.000	0.500	0.281	0.250	0.429	0.400	0.000	0.500	0.281	0.125	0.429	0.400	0.000	0.500	0.281	0.000	0.250	0.400	0.000	0.500	0.281	0.250	0.250	0.400	0.000	0.500	0.281	0.250	0.250	0.350	0.250	0.500	0.281	0.250	0.250	0.350	0.250	0.500	0.281	0.250	0.250	0.350	0.125	0.500	0.281	0.000	0.188	0.250	0.250	0.500	0.188	0.000	0.188	0.250	0.375	0.500	0.188	0.000
French Guiana	GUF	0.813	0.750	0.875	0.800	0.813	0.750	0.813	0.700	0.875	0.800	0.813	0.750	0.813	0.700	0.875	0.800	0.813	0.750	0.813	0.700	0.750	0.850	0.844	0.750	0.813	0.700	0.750	0.850	0.844	0.750	0.813	0.700	0.750	0.850	0.844	0.750	0.813	0.700	0.750	0.850	0.844	0.750	0.813	0.700	0.750	0.850	0.844	0.750	0.813	0.700	0.750	0.850	0.844	0.750	0.813	0.700	0.750	0.850	0.844	0.750	0.813	0.750	0.750	0.850	0.844	0.750																																																												
Guyana	GUY	0.495	0.550	0.250	0.500	0.438	0.500	0.521	0.600	0.250	0.500	0.438	0.250	0.511	0.650	0.250	0.500	0.438	0.250	0.500	0.650	0.250	0.450	0.438	0.250	0.490	0.450	0.250	0.450	0.406	0.250	0.483	0.500	0.250	0.450	0.406	0.250	0.490	0.500	0.250	0.450	0.406	0.250	0.490	0.500	0.250	0.450	0.438	0.250	0.490	0.500	0.250	0.450	0.438	0.250	0.490	0.550	0.250	0.450	0.438	0.250	0.494	0.550	0.250	0.450	0.438	0.250	0.525	0.550	0.250	0.500	0.438	0.250	0.526	0.500	0.375	0.500	0.469	0.250	0.526	0.400	0.375	0.500	0.469	0.250																																										
"Hong Kong SAR, China"	HKG	0.645	0.450	1.000	0.850	0.906	1.000	0.683	0.600	1.000	0.900	0.938	1.000	0.691	0.700	1.000	0.900	0.938	0.750	0.696	0.700	1.000	0.900	0.938	0.750	0.700	0.700	1.000	0.900	0.875	0.750	0.698	0.700	1.000	0.900	0.844	0.750	0.665	0.750	1.000	0.900	0.844	0.750	0.665	0.700	1.000	0.900	0.844	0.750	0.640	0.700	0.875	0.900	0.844	1.000	0.640	0.650	0.875	0.900	0.844	1.000	0.636	0.650	0.875	0.900	0.844	1.000	0.636	0.650	0.875	0.900	0.844	1.000	0.645	0.650	0.875	0.900	0.844	1.000	0.645	0.650	0.875	0.900	0.844	1.000	0.688	0.700	0.875	0.900	0.844	1.000	0.688	0.700	0.875	0.900	0.844	1.000	0.688	0.600	0.875	0.900	0.844	1.000	0.625	0.600	0.875	0.900	0.813	1.000	0.438	0.700	0.625	0.900	0.563	0.750	0.500	0.600	0.625	0.900	0.656	0.750	0.438	0.500	0.625	0.900	0.531	0.750
Honduras	HND	0.396	0.450	0.250	0.600	0.281	0.250	0.407	0.500	0.250	0.600	0.281	0.250	0.380	0.500	0.375	0.600	0.281	0.250	0.359	0.550	0.125	0.500	0.250	0.250	0.355	0.550	0.000	0.500	0.250	0.250	0.355	0.500	0.000	0.500	0.219	0.000	0.355	0.500	0.000	0.500	0.219	0.000	0.355	0.500	0.000	0.500	0.219	0.000	0.355	0.500	0.000	0.500	0.219	0.000	0.351	0.500	0.000	0.500	0.219	0.000	0.372	0.450	0.000	0.500	0.219	0.000	0.372	0.400	0.000	0.500	0.219	0.000	0.375	0.400	0.000	0.500	0.219	0.000	0.375	0.400	0.000	0.500	0.219	0.000	0.125	0.400	0.000	0.500	0.219	0.000	0.125	0.400	0.000	0.500	0.281	0.000	0.125	0.400	0.000	0.500	0.281	0.000	0.125	0.400	0.000	0.500	0.281	0.000	0.125	0.450	0.125	0.500	0.250	0.000	0.125	0.500	0.125	0.500	0.188	0.000	0.125	0.400	0.125	0.500	0.188	0.000
Croatia	HRV	0.610	0.750	0.375	0.700	0.625	0.500	0.610	0.750	0.375	0.700	0.625	0.500	0.613	0.750	0.375	0.700	0.625	0.500	0.619	0.750	0.375	0.700	0.594	0.500	0.628	0.700	0.375	0.500	0.531	0.500	0.628	0.700	0.375	0.500	0.531	0.500	0.628	0.650	0.375	0.500	0.531	0.500	0.628	0.650	0.375	0.500	0.531	0.500	0.618	0.650	0.375	0.500	0.531	0.500	0.622	0.700	0.375	0.500	0.531	0.500	0.633	0.650	0.375	0.500	0.531	0.500	0.633	0.650	0.375	0.500	0.563	0.500	0.633	0.650	0.375	0.500	0.563	0.500	0.633	0.650	0.375	0.500	0.563	0.500	0.563	0.600	0.375	0.500	0.563	0.500	0.563	0.650	0.375	0.500	0.563	0.500	0.625	0.650	0.375	0.500	0.563	0.500	0.563	0.650	0.375	0.500	0.438	0.500	0.500	0.450	0.375	0.450	0.500	0.250	0.313	0.450	0.375	0.450	0.313	0.000	0.313	0.350	0.375	0.450	0.250	0.000
Haiti	HTI	0.322	0.350	0.000	0.450	0.406	0.000	0.339	0.400	0.000	0.450	0.375	0.000	0.295	0.400	0.000	0.450	0.375	0.000	0.295	0.400	0.000	0.450	0.375	0.000	0.291	0.400	0.000	0.500	0.375	0.000	0.285	0.400	0.000	0.500	0.344	0.000	0.291	0.400	0.000	0.450	0.281	0.000	0.292	0.400	0.000	0.500	0.281	0.000	0.294	0.250	0.000	0.500	0.250	0.000	0.294	0.300	0.000	0.500	0.250	0.000	0.366	0.350	0.125	0.650	0.281	0.000	0.366	0.300	0.125	0.650	0.281	0.000	0.335	0.300	0.125	0.700	0.219	0.000	0.335	0.300	0.125	0.700	0.188	0.000																																										
Hungary	HUN	0.675	0.750	0.625	0.700	0.688	0.500	0.707	0.750	0.500	0.750	0.750	0.500	0.707	0.750	0.500	0.750	0.750	0.500	0.711	0.750	0.500	0.800	0.750	0.500	0.748	0.750	0.500	0.800	0.719	0.500	0.751	0.750	0.500	0.800	0.719	0.500	0.754	0.750	0.500	0.800	0.719	0.500	0.754	0.750	0.500	0.800	0.719	0.500	0.758	0.750	0.500	0.800	0.719	0.500	0.767	0.750	0.500	0.800	0.719	0.500	0.778	0.750	0.500	0.850	0.719	0.500	0.778	0.750	0.500	0.850	0.719	0.500	0.783	0.800	0.500	0.850	0.734	0.500	0.783	0.850	0.500	0.850	0.750	0.500	0.813	0.850	0.500	0.850	0.750	0.500	0.813	0.850	0.500	0.850	0.750	0.500	0.813	0.850	0.500	0.850	0.750	0.500	0.813	0.850	0.500	0.850	0.750	0.500	0.688	0.750	0.500	0.600	0.750	0.500	0.625	0.800	0.500	0.650	0.750	0.500	0.688	0.750	0.500	0.650	0.813	0.500
Indonesia	IDN	0.574	0.550	0.375	0.500	0.375	0.250	0.570	0.600	0.375	0.450	0.375	0.250	0.570	0.600	0.375	0.500	0.375	0.250	0.599	0.600	0.250	0.500	0.375	0.250	0.602	0.600	0.250	0.500	0.375	0.250	0.566	0.650	0.375	0.550	0.344	0.000	0.529	0.600	0.250	0.500	0.313	0.000	0.526	0.650	0.250	0.550	0.281	0.000	0.514	0.650	0.250	0.550	0.281	0.000	0.514	0.600	0.250	0.550	0.281	0.000	0.505	0.600	0.250	0.550	0.281	0.000	0.505	0.550	0.250	0.550	0.281	0.000	0.508	0.550	0.250	0.550	0.281	0.000	0.508	0.450	0.250	0.550	0.281	0.000	0.313	0.400	0.125	0.500	0.281	0.000	0.313	0.250	0.125	0.450	0.281	0.000	0.313	0.100	0.125	0.450	0.281	0.000	0.188	0.250	0.125	0.450	0.313	0.000	0.313	0.150	0.250	0.600	0.344	0.000	0.250	0.250	0.125	0.600	0.344	0.000	0.375	0.350	0.500	0.600	0.406	0.250
