Series W 1—7167 / Sub-annually resolved meteorological data
ID	NO	START 2	YBC D13C	CF 3	START 3	ATM D13C	CF 4	END	
W 453	453	7 Jul 1955	-9.94169921875	Ridley [Supp]	19 Jan 1995	-12.14	Frappier N [Supp]	###	
W 455	455	9 Jun 1955	-9.3036857683634	Ridley [Supp]	11 Jan 1995	-11.983	Frappier N [Supp]	###	
W 457	457	11 May 1955	-9.03540794136598	Ridley [Supp]	4 Jan 1995	-11.846	Frappier N [Supp]	###	
W 459	459	11 Apr 1955	-8.65786787210051	Ridley [Supp]	27 Dec 1994	-11.655	Frappier N [Supp]	###	
W 461	461	23 Feb 1955	-8.76517900289948	Ridley [Supp]	16 Dec 1994	-11.715	Frappier N [Supp]	###	
W 463	463	16 Dec 1954	-8.9739479300902	Ridley [Supp]	9 Dec 1994	-11.706	Frappier N [Supp]	###	
W 465	465	5 Oct 1954	-9.03735905283505	Ridley [Supp]	26 Oct 1994	-11.455	Frappier N [Supp]	###	
W 467	467	6 Aug 1954	-9.15540129671392	Ridley [Supp]	19 Oct 1994	-11.523	Frappier N [Supp]	###	
W 469	469	26 Jun 1954	-9.12906129188144	Ridley [Supp]	11 Oct 1994	-11.481	Frappier N [Supp]	###	
W 471	471	23 May 1954	-8.95443681539948	Ridley [Supp]	4 Oct 1994	-11.664	Frappier N [Supp]	###	
W 473	473	11 Apr 1954	-8.59738341655928	Ridley [Supp]	27 Sep 1994	-11.614	Frappier N [Supp]	###	
W 475	475	12 Feb 1954	-8.60909008537371	Ridley [Supp]	16 Sep 1994	-11.647	Frappier N [Supp]	###	
W 477	477	6 Dec 1953	-9.02565238402062	Ridley [Supp]	9 Sep 1994	-11.615	Frappier N [Supp]	###	
W 479	479	30 Sep 1953	-9.3846568943299	Ridley [Supp]	1 Sep 1994	-11.665	Frappier N [Supp]	###	
W 481	481	6 Aug 1953	-9.49196802512886	Ridley [Supp]	25 Aug 1994	-11.708	Frappier N [Supp]	###	
W 483	483	25 Jun 1953	-9.21295908505154	Ridley [Supp]	18 Aug 1994	-11.669	Frappier N [Supp]	###	
W 485	485	19 May 1953	-8.54372785115979	Ridley [Supp]	10 Aug 1994	-11.66	Frappier N [Supp]	###	
W 487	487	11 Apr 1953	-7.98180774806701	Ridley [Supp]	3 Aug 1994	-11.717	Frappier N [Supp]	###	
W 489	489	28 Feb 1953	-8.17691889497423	Ridley [Supp]	27 Jul 1994	-11.606	Frappier N [Supp]	###	
W 491	491	13 Jan 1953	-8.50763228898196	Ridley [Supp]	19 Jul 1994	-11.7	Frappier N [Supp]	###	
W 493	493	24 Nov 1952	-8.66079453930412	Ridley [Supp]	12 Jul 1994	-11.757	Frappier N [Supp]	###	
W 495	495	2 Oct 1952	-8.67250120811856	Ridley [Supp]	5 Jul 1994	-11.856	Frappier N [Supp]	###	
W 497	497	6 Aug 1952	-8.80907901095361	Ridley [Supp]	27 Jun 1994	-11.824	Frappier N [Supp]	###	
W 499	499	11 Apr 1952	-8.42178338434278	Ridley [Supp]	17 Jun 1994	-11.984	Frappier N [Supp]	###	
W 501	501	17 Feb 1952	-8.51933895779639	Ridley [Supp]	9 Jun 1994	-11.982	Frappier N [Supp]	###	
W 503	503	1 Jan 1952	-8.67055009664948	Ridley [Supp]	2 Jun 1994	-12.009	Frappier N [Supp]	###	
W 505	505	15 Nov 1951	-9.05979683472938	Ridley [Supp]	26 May 1994	-12.053	Frappier N [Supp]	###	
W 507	507	28 Sep 1951	-9.37685244845361	Ridley [Supp]	18 May 1994	-12.157	Frappier N [Supp]	###	
W 509	509	6 Aug 1951	-9.51538136275773	Ridley [Supp]	11 May 1994	-12.145	Frappier N [Supp]	###	
W 511	511	9 Jun 1951	-9.20417908344072	Ridley [Supp]	4 May 1994	-12.195	Frappier N [Supp]	###	
W 513	513	11 Apr 1951	-8.85395457474227	Ridley [Supp]	26 Apr 1994	-12.078	Frappier N [Supp]	###	
W 515	515	10 Feb 1951	-8.97004570715206	Ridley [Supp]	19 Apr 1994	-12.193	Frappier N [Supp]	###	
W 517	517	9 Dec 1950	-9.0197990496134	Ridley [Supp]	12 Apr 1994	-12.144	Frappier N [Supp]	###	
W 519	519	7 Oct 1950	-9.1007701755799	Ridley [Supp]	4 Apr 1994	-12.169	Frappier N [Supp]	###	
W 521	521	6 Aug 1950	-9.17491241140464	Ridley [Supp]	28 Mar 1994	-12.009	Frappier N [Supp]	###	
W 523	523	21 Jun 1950	-9.13101240335051	Ridley [Supp]	17 Mar 1994	-11.87	Frappier N [Supp]	###	
W 525	525	22 May 1950	-8.58079896907216	Ridley [Supp]	17 Feb 1994	-11.514	Frappier N [Supp]	###	
W 527	527	11 Apr 1950	-8.31252114207474	Ridley [Supp]	22 Jan 1994	-10.781	Frappier N [Supp]	###	
W 529	529	10 Dec 1949	-8.63445453447165	Ridley [Supp]	23 Dec 1993	-10.744	Frappier N [Supp]	###	
W 531	531	6 Aug 1949	-9.0088006371867	Ridley [Supp]	24 Nov 1993	-10.074	Frappier N [Supp]	###	
W 533	533	22 Jun 1949	-9.03029358982115	Ridley [Supp]	30 Oct 1993	-9.853	Frappier N [Supp]	###	
W 535	535	18 Jun 1949	-8.96972254148771	Ridley [Supp]	30 Sep 1993	-9.481	Frappier N [Supp]	###	
W 537	537	13 Jun 1949	-8.78898634887988	Ridley [Supp]	16 Sep 1993	-9.638	Frappier N [Supp]	###	
W 539	539	9 Jun 1949	-8.70985320508943	Ridley [Supp]	1 Sep 1993	-9.496	Frappier N [Supp]	###	
W 541	541	25 May 1949	-8.71962272901418	Ridley [Supp]	3 Aug 1993	-9.611	Frappier N [Supp]	###	
W 543	543	11 Apr 1949	-8.66491339503559	Ridley [Supp]	8 Jul 1993	-9.863	Frappier N [Supp]	###	
W 545	545	21 Jan 1949	-8.87495815941766	Ridley [Supp]	9 Jun 1993	-9.818	Frappier N [Supp]	###	
W 547	547	20 Oct 1948	-8.73330006250882	Ridley [Supp]	11 May 1993	-9.993	Frappier N [Supp]	###	
W 549	549	6 Aug 1948	-8.98144597019741	Ridley [Supp]	15 Apr 1993	-10.142	Frappier N [Supp]	###	
W 551	551	24 Jun 1948	-8.5213013933418	Ridley [Supp]	1 Apr 1993	-10.423	Frappier N [Supp]	###	
W 553	553	25 May 1948	-8.41774443973948	Ridley [Supp]	21 Mar 1993	-10.437	Frappier N [Supp]	###	
W 555	555	11 Apr 1948	-8.35228862944367	Ridley [Supp]	14 Mar 1993	-10.404	Frappier N [Supp]	###	
W 557	557	24 Jan 1948	-8.78214768213256	Ridley [Supp]	3 Mar 1993	-10.296	Frappier N [Supp]	###	
W 559	559	22 Oct 1947	-8.84858044482085	Ridley [Supp]	24 Feb 1993	-10.125	Frappier N [Supp]	###	
W 561	561	6 Aug 1947	-9.1055189240417	Ridley [Supp]	13 Feb 1993	-9.874	Frappier N [Supp]	###	
W 563	563	27 Jun 1947	-9.10844978121913	Ridley [Supp]	6 Feb 1993	-9.891	Frappier N [Supp]	###	
W 565	565	10 Jun 1947	-8.93064444578872	Ridley [Supp]	26 Jan 1993	-9.87	Frappier N [Supp]	###	
W 567	567	23 May 1947	-8.85444215917569	Ridley [Supp]	15 Jan 1993	-9.623	Frappier N [Supp]	###	
W 569	569	11 Apr 1947	-8.57112596535801	Ridley [Supp]	8 Jan 1993	-9.746	Frappier N [Supp]	###	
W 571	571	31 Jan 1947	-8.58382634646019	Ridley [Supp]	27 Dec 1992	-9.7	Frappier N [Supp]	###	
W 573	573	7 Nov 1946	-8.7420926340411	Ridley [Supp]	20 Dec 1992	-9.636	Frappier N [Supp]	###	
W 575	575	6 Aug 1946	-8.84076482568105	Ridley [Supp]	9 Dec 1992	-9.894	Frappier N [Supp]	###	
W 577	577	11 Apr 1946	-8.66393644264312	Ridley [Supp]	2 Dec 1992	-10.004	Frappier N [Supp]	###	
W 579	579	25 Feb 1946	-8.67175206178292	Ridley [Supp]	21 Nov 1992	-10.298	Frappier N [Supp]	###	
W 581	581	16 Jan 1946	-8.77530901538524	Ridley [Supp]	13 Nov 1992	-10.467	Frappier N [Supp]	###	
W 583	583	10 Dec 1945	-8.88863549291231	Ridley [Supp]	2 Nov 1992	-10.566	Frappier N [Supp]	###	
W 585	585	7 Nov 1945	-8.85737301635312	Ridley [Supp]	22 Oct 1992	-10.712	Frappier N [Supp]	###	
W 587	587	7 Oct 1945	-8.85737301635312	Ridley [Supp]	15 Oct 1992	-10.881	Frappier N [Supp]	###	
W 589	589	6 Sep 1945	-9.07718730465993	Ridley [Supp]	4 Oct 1992	-10.846	Frappier N [Supp]	###	
W 591	591	6 Aug 1945	-9.22275321113867	Ridley [Supp]	27 Sep 1992	-11.086	Frappier N [Supp]	###	
W 593	593	8 Jul 1945	-9.22275321113867	Ridley [Supp]	22 Oct 1992	-10.74	Frappier N [Supp]	###	
W 595	595	13 Jun 1945	-9.16804387716009	Ridley [Supp]	4 Oct 1992	-10.766	Frappier N [Supp]	###	
W 597	597	16 May 1945	-8.62095053737423	Ridley [Supp]	16 Sep 1992	-10.811	Frappier N [Supp]	###	
W 599	599	11 Apr 1945	-8.39429758232009	Ridley [Supp]	9 Sep 1992	-11.052	Frappier N [Supp]	###	
W 601	601	2 Feb 1945	-8.42165224930938	Ridley [Supp]	29 Aug 1992	-11.034	Frappier N [Supp]	###	
W 603	603	28 Oct 1944	-8.63658177565382	Ridley [Supp]	18 Aug 1992	-11.098	Frappier N [Supp]	###	
W 605	605	6 Aug 1944	-8.66979815699797	Ridley [Supp]	10 Aug 1992	-11.166	Frappier N [Supp]	###	
W 607	607	6 Jun 1944	-8.48124634525034	Ridley [Supp]	30 Jul 1992	-11.053	Frappier N [Supp]	###	
W 609	609	11 Apr 1944	-7.85892767124393	Ridley [Supp]	23 Jul 1992	-11.304	Frappier N [Supp]	###	
W 611	611	21 Feb 1944	-8.06701853084105	Ridley [Supp]	12 Jul 1992	-10.901	Frappier N [Supp]	###	
W 613	613	4 Jan 1944	-8.59261891799246	Ridley [Supp]	5 Jul 1992	-11.427	Frappier N [Supp]	###	
W 615	615	16 Nov 1943	-8.96874558909524	Ridley [Supp]	24 Jun 1992	-11.337	Frappier N [Supp]	###	
W 617	617	28 Sep 1943	-9.02638578025125	Ridley [Supp]	13 Jun 1992	-11.436	Frappier N [Supp]	###	
W 619	619	6 Aug 1943	-9.44784602206883	Ridley [Supp]	6 Jun 1992	-11.688	Frappier N [Supp]	###	
W 621	621	9 Jun 1943	-8.81021111502998	Ridley [Supp]	26 May 1992	-11.59	Frappier N [Supp]	###	
W 623	623	11 Apr 1943	-8.57585831611831	Ridley [Supp]	18 May 1992	-11.365	Frappier N [Supp]	###	
W 625	625	9 Feb 1943	-8.65788179573739	Ridley [Supp]	7 May 1992	-11.58	Frappier N [Supp]	###	
W 627	627	7 Dec 1942	-8.84048168488941	Ridley [Supp]	30 Apr 1992	-10.958	Frappier N [Supp]	###	
W 629	629	6 Oct 1942	-8.97718748425455	Ridley [Supp]	19 Apr 1992	-11.581	Frappier N [Supp]	###	
W 631	631	6 Aug 1942	-9.0855756537512	Ridley [Supp]	12 Apr 1992	-10.953	Frappier N [Supp]	###	
W 633	633	21 Jun 1942	-8.84438756487127	Ridley [Supp]	3 Mar 1992	-10.893	Frappier N [Supp]	###	
W 635	635	21 May 1942	-8.66959943568298	Ridley [Supp]	24 Feb 1992	-10.686	Frappier N [Supp]	###	
W 637	637	11 Apr 1942	-8.4860230765355	Ridley [Supp]	13 Feb 1992	-10.81	Frappier N [Supp]	###	
W 639	639	12 Feb 1942	-8.52898775633598	Ridley [Supp]	2 Feb 1992	-11.035	Frappier N [Supp]	###	
W 641	641	6 Dec 1941	-8.7506464453066	Ridley [Supp]	26 Jan 1992	-10.804	Frappier N [Supp]	###	
W 643	643	30 Sep 1941	-8.80728170504359	Ridley [Supp]	15 Jan 1992	-10.548	Frappier N [Supp]	###	
W 645	645	6 Aug 1941	-8.87075225474883	Ridley [Supp]	8 Jan 1992	-10.467	Frappier N [Supp]	###	
W 647	647	26 Jun 1941	-8.82778757494836	Ridley [Supp]	27 Dec 1991	-10.344	Frappier N [Supp]	###	
W 649	649	22 May 1941	-8.51629364639492	Ridley [Supp]	16 Dec 1991	-10.459	Frappier N [Supp]	###	
W 651	651	11 Apr 1941	-8.32881140726558	Ridley [Supp]	9 Dec 1991	-10.112	Frappier N [Supp]	###	
W 653	653	23 Feb 1941	-8.54363480626795	Ridley [Supp]	28 Nov 1991	-10.275	Frappier N [Supp]	###	
W 655	655	6 Jan 1941	-8.85024638484406	Ridley [Supp]	17 Nov 1991	-9.798	Frappier N [Supp]	###	
W 657	657	16 Nov 1940	-8.76138761525672	Ridley [Supp]	10 Nov 1991	-10.165	Frappier N [Supp]	###	
W 659	659	27 Sep 1940	-8.88149342469895	Ridley [Supp]	30 Oct 1991	-9.538	Frappier N [Supp]	###	
W 661	661	6 Aug 1940	-8.90785811457651	Ridley [Supp]	22 Oct 1991	-10.5	Frappier N [Supp]	###	
W 663	663	11 Jun 1940	-8.69162020753614	Ridley [Supp]	11 Oct 1991	-10.194	Frappier N [Supp]	###	
W 665	665	11 Apr 1940	-8.30453371621486	Ridley [Supp]	30 Sep 1991	-10.755	Frappier N [Supp]	###	
W 667	667	21 Jan 1940	-8.36904813143507	Ridley [Supp]	23 Sep 1991	-10.516	Frappier N [Supp]	###	
W 669	669	18 Oct 1939	-8.54695151886051	Ridley [Supp]	1 Sep 1991	-10.715	Frappier N [Supp]	###	
W 671	671	6 Aug 1939	-8.94088044815969	Ridley [Supp]	25 Aug 1991	-10.848	Frappier N [Supp]	###	
W 673	673	23 Jun 1939	-8.85290624558667	Ridley [Supp]	14 Aug 1991	-11.068	Frappier N [Supp]	###	
W 675	675	19 May 1939	-8.73756229110205	Ridley [Supp]	3 Aug 1991	-11.325	Frappier N [Supp]	###	
W 677	677	11 Apr 1939	-8.36709314915568	Ridley [Supp]	27 Jul 1991	-11.769	Frappier N [Supp]	###	
W 679	679	27 Feb 1939	-8.32897099470737	Ridley [Supp]	16 Jul 1991	-11.876	Frappier N [Supp]	###	
W 681	681	12 Jan 1939	-8.64372314169083	Ridley [Supp]	8 Jul 1991	-11.851	Frappier N [Supp]	###	
W 683	683	23 Nov 1938	-8.59191611128672	Ridley [Supp]	27 Jun 1991	-11.705	Frappier N [Supp]	###	
W 685	685	1 Oct 1938	-8.87441105066008	Ridley [Supp]	17 Jun 1991	-11.856	Frappier N [Supp]	###	
W 687	687	6 Aug 1938	-8.9878000228653	Ridley [Supp]	9 Jun 1991	-11.823	Frappier N [Supp]	###	
W 689	689	11 Apr 1938	-8.4746171745227	Ridley [Supp]	29 May 1991	-11.815	Frappier N [Supp]	###	
W 691	691	14 Feb 1938	-8.4677747365448	Ridley [Supp]	18 May 1991	-11.327	Frappier N [Supp]	###	
W 693	693	22 Dec 1937	-8.64372314169083	Ridley [Supp]	11 May 1991	-11.5	Frappier N [Supp]	###	
W 695	695	3 Nov 1937	-9.07088676973981	Ridley [Supp]	30 Apr 1991	-10.999	Frappier N [Supp]	###	
W 697	697	18 Sep 1937	-9.21262298499634	Ridley [Supp]	23 Apr 1991	-11.243	Frappier N [Supp]	###	
W 699	699	6 Aug 1937	-9.25465510400345	Ridley [Supp]	12 Apr 1991	-10.756	Frappier N [Supp]	###	
W 701	701	28 Jun 1937	-9.06697680518102	Ridley [Supp]	1 Apr 1991	-10.552	Frappier N [Supp]	###	
W 703	703	22 May 1937	-8.88711843547618	Ridley [Supp]	25 Mar 1991	-10.579	Frappier N [Supp]	###	
W 705	705	11 Apr 1937	-8.76590953415336	Ridley [Supp]	14 Mar 1991	-10.028	Frappier N [Supp]	###	
W 707	707	16 Feb 1937	-8.87929850635858	Ridley [Supp]	3 Mar 1991	-10.187	Frappier N [Supp]	###	
W 709	709	10 Dec 1936	-9.06013436720311	Ridley [Supp]	24 Feb 1991	-9.763	Frappier N [Supp]	###	
W 711	711	2 Oct 1936	-9.39932379267908	Ridley [Supp]	6 Feb 1991	-10.054	Frappier N [Supp]	###	
W 713	713	6 Aug 1936	-9.60752940543523	Ridley [Supp]	19 Jan 1991	-9.75	Frappier N [Supp]	###	
W 715	715	29 Jun 1936	-9.26931747109896	Ridley [Supp]	4 Jan 1991	-10.04	Frappier N [Supp]	###	
W 717	717	6 Jun 1936	-8.979002602608	Ridley [Supp]	16 Dec 1990	-10.047	Frappier N [Supp]	###	
W 719	719	14 May 1936	-8.79034681264586	Ridley [Supp]	28 Nov 1990	-10.172	Frappier N [Supp]	###	
W 721	721	11 Apr 1936	-8.62417331889683	Ridley [Supp]	10 Nov 1990	-10.082	Frappier N [Supp]	###	
W 723	723	17 Feb 1936	-8.81576158227806	Ridley [Supp]	26 Oct 1990	-10.41	Frappier N [Supp]	###	
W 725	725	12 Dec 1935	-9.29864220528996	Ridley [Supp]	8 Oct 1990	-10.716	Frappier N [Supp]	###	
W 727	727	5 Oct 1935	-9.58993456492062	Ridley [Supp]	19 Sep 1990	-10.814	Frappier N [Supp]	###	
W 729	729	6 Aug 1935	-9.75513056752995	Ridley [Supp]	1 Sep 1990	-11.22	Frappier N [Supp]	###	
W 731	731	29 Jun 1935	-9.64858403330263	Ridley [Supp]	18 Aug 1990	-11.607	Frappier N [Supp]	###	
W 733	733	13 Jun 1935	-9.41887361547309	Ridley [Supp]	30 Jul 1990	-11.497	Frappier N [Supp]	###	
W 735	735	8 Jun 1935	-8.969227691211	Ridley [Supp]	12 Jul 1990	-11.93	Frappier N [Supp]	###	
W 737	737	3 Jun 1935	-8.71410250374925	Ridley [Supp]	24 Jun 1990	-11.832	Frappier N [Supp]	###	
W 739	739	18 May 1935	-8.61537589863953	Ridley [Supp]	9 Jun 1990	-12.227	Frappier N [Supp]	###	
W 741	741	11 Apr 1935	-8.47168470110359	Ridley [Supp]	22 May 1990	-12.157	Frappier N [Supp]	###	
W 743	743	10 Dec 1934	-8.57236628849272	Ridley [Supp]	4 May 1990	-12.272	Frappier N [Supp]	###	
W 745	745	6 Aug 1934	-8.72387741514625	Ridley [Supp]	15 Apr 1990	-12.097	Frappier N [Supp]	###	
W 747	747	26 Jun 1934	-8.60169102268372	Ridley [Supp]	28 Mar 1990	-12.174	Frappier N [Supp]	###	
W 749	749	10 Jun 1934	-8.52935667834591	Ridley [Supp]	25 Mar 1990	-12.208	Frappier N [Supp]	###	
W 751	751	25 May 1934	-8.38498769234908	Ridley [Supp]	21 Mar 1990	-12.07	Frappier N [Supp]	###	
W 753	753	11 Apr 1934	-8.28234491014742	Ridley [Supp]	17 Mar 1990	-11.977	Frappier N [Supp]	###	
W 755	755	20 Jan 1934	-8.69878134079415	Ridley [Supp]	14 Mar 1990	-11.981	Frappier N [Supp]	###	
W 757	757	18 Oct 1933	-8.78187311686215	Ridley [Supp]	10 Mar 1990	-11.782	Frappier N [Supp]	###	
W 759	759	6 Aug 1933	-8.92655056225116	Ridley [Supp]	6 Mar 1990	-11.899	Frappier N [Supp]	###	
W 761	761	25 Jun 1933	-8.81706492790272	Ridley [Supp]	3 Mar 1990	-11.812	Frappier N [Supp]	###	
W 763	763	24 May 1933	-8.62546506779296	Ridley [Supp]	28 Feb 1990	-11.957	Frappier N [Supp]	###	
W 765	765	11 Apr 1933	-8.24519799849349	Ridley [Supp]	24 Feb 1990	-11.825	Frappier N [Supp]	###	
W 767	767	12 Feb 1933	-8.22271434143979	Ridley [Supp]	21 Feb 1990	-12.243	Frappier N [Supp]	###	
W 769	769	8 Dec 1932	-8.27647960830733	Ridley [Supp]	13 Feb 1990	-12.492	Frappier N [Supp]	###	
W 771	771	4 Oct 1932	-8.37130198805552	Ridley [Supp]	10 Feb 1990	-12.758	Frappier N [Supp]	###	
W 773	773	6 Aug 1932	-8.45732641504358	Ridley [Supp]	6 Feb 1990	-12.519	Frappier N [Supp]	###	
W 775	775	24 Jun 1932	-8.36641423652211	Ridley [Supp]	2 Feb 1990	-13.006	Frappier N [Supp]	###	
W 777	777	23 May 1932	-8.33415507640159	Ridley [Supp]	30 Jan 1990	-12.722	Frappier N [Supp]	###	
W 779	779	11 Apr 1932	-8.2334673948133	Ridley [Supp]	26 Jan 1990	-13.094	Frappier N [Supp]	###	
W 781	781	27 Jan 1932	-8.22857964327989	Ridley [Supp]	22 Jan 1990	-12.94	Frappier N [Supp]	###	
W 783	783	24 Oct 1931	-8.29700816474766	Ridley [Supp]	11 Jan 1990	-13.243	Frappier N [Supp]	###	
W 785	785	6 Aug 1931	-8.46416926719036	Ridley [Supp]	8 Jan 1990	-13.175	Frappier N [Supp]	###	
W 787	787	22 Jun 1931	-8.47981007209728	Ridley [Supp]	4 Jan 1990	-13.2	Frappier N [Supp]	###	
W 789	789	24 May 1931	-8.44461826105671	Ridley [Supp]	1 Jan 1990	-13.289	Frappier N [Supp]	###	
W 791	791	11 Apr 1931	-8.34784078069515	Ridley [Supp]	23 Dec 1989	-13.129	Frappier N [Supp]	###	
W 793	793	19 Jan 1931	-8.33611017701496	Ridley [Supp]	16 Dec 1989	-12.991	Frappier N [Supp]	###	
W 795	795	12 Oct 1930	-8.48469782363069	Ridley [Supp]	12 Dec 1989	-12.994	Frappier N [Supp]	###	
W 797	797	6 Aug 1930	-8.60493651135263	Ridley [Supp]	5 Dec 1989	-12.822	Frappier N [Supp]	###	
W 799	799	2 Jul 1930	-8.60493651135263	Ridley [Supp]	28 Nov 1989	-12.547	Frappier N [Supp]	###	
W 801	801	2 Jun 1930	-8.4954508770042	Ridley [Supp]	24 Nov 1989	-12.63	Frappier N [Supp]	###	
W 803	803	6 May 1930	-8.42311215430969	Ridley [Supp]	21 Nov 1989	-12.153	Frappier N [Supp]	###	
W 805	805	11 Apr 1930	-8.10443075433122	Ridley [Supp]	17 Nov 1989	-12.455	Frappier N [Supp]	###	
W 807	807	18 Mar 1930	-8.23248984450662	Ridley [Supp]	13 Nov 1989	-11.736	Frappier N [Supp]	###	
W 809	809	23 Feb 1930	-8.30091836597439	Ridley [Supp]	10 Nov 1989	-12.407	Frappier N [Supp]	###	
W 811	811	31 Jan 1930	-8.36641423652211	Ridley [Supp]	2 Nov 1989	-11.929	Frappier N [Supp]	###	
W 813	813	7 Jan 1930	-8.41235910093619	Ridley [Supp]	30 Oct 1989	-11.95	Frappier N [Supp]	###	
W 815	815	14 Dec 1929	-8.33513262670827	Ridley [Supp]	26 Oct 1989	-11.02	Frappier N [Supp]	###	
W 817	817	21 Nov 1929	-8.43191010706984	Ridley [Supp]	22 Oct 1989	-11.441	Frappier N [Supp]	###	
W 819	819	29 Oct 1929	-8.53944064080491	Ridley [Supp]	19 Oct 1989	-11.188	Frappier N [Supp]	###	
W 821	821	7 Oct 1929	-8.75743435919509	Ridley [Supp]	15 Oct 1989	-10.902	Frappier N [Supp]	###	
W 823	823	16 Sep 1929	-8.93437096470462	Ridley [Supp]	11 Oct 1989	-10.672	Frappier N [Supp]	###	
W 825	825	26 Aug 1929	-9.0692729070268	Ridley [Supp]	8 Oct 1989	-10.593	Frappier N [Supp]	###	
W 827	827	6 Aug 1929	-9.08295861132035	Ridley [Supp]	4 Oct 1989	-10.331	Frappier N [Supp]	###	
W 829	829	19 Jul 1929	-9.10641981868073	Ridley [Supp]	30 Sep 1989	-10.362	Frappier N [Supp]	###	
W 831	831	7 Jul 1929	-9.05363210211987	Ridley [Supp]	27 Sep 1989	-10.314	Frappier N [Supp]	###	
W 833	833	28 Jun 1929	-8.82586288066286	Ridley [Supp]	23 Sep 1989	-10.148	Frappier N [Supp]	###	
W 835	835	21 Jun 1929	-8.78103559609331	Ridley [Supp]	19 Sep 1989	-10.248	Frappier N [Supp]	###	
W 837	837	16 Jun 1929	-8.88858059568972	Ridley [Supp]	16 Sep 1989	-10.219	Frappier N [Supp]	###	
W 839	839	10 Jun 1929	-8.86316086851239	Ridley [Supp]	9 Sep 1989	-10.396	Frappier N [Supp]	###	
W 841	841	4 Jun 1929	-8.73117382355315	Ridley [Supp]	5 Sep 1989	-10.209	Frappier N [Supp]	###	
W 843	843	27 May 1929	-8.53270441520703	Ridley [Supp]	29 Aug 1989	-10.29	Frappier N [Supp]	###	
W 845	845	16 May 1929	-8.29512773428041	Ridley [Supp]	25 Aug 1989	-10.469	Frappier N [Supp]	###	
W 847	847	1 May 1929	-8.378230688514	Ridley [Supp]	21 Aug 1989	-10.529	Frappier N [Supp]	###	
W 849	849	11 Apr 1929	-8.15336387117604	Ridley [Supp]	18 Aug 1989	-10.118	Frappier N [Supp]	###	
W 851	851	17 Mar 1929	-8.18562737105496	Ridley [Supp]	14 Aug 1989	-10.52	Frappier N [Supp]	###	
W 853	853	17 Feb 1929	-8.29610541609492	Ridley [Supp]	10 Aug 1989	-10.79	Frappier N [Supp]	###	
W 855	855	16 Jan 1929	-8.25015437081281	Ridley [Supp]	7 Aug 1989	-10.732	Frappier N [Supp]	###	
W 857	857	13 Dec 1928	-8.28339555250625	Ridley [Supp]	3 Aug 1989	-10.684	Frappier N [Supp]	###	
W 859	859	9 Nov 1928	-8.20224796190168	Ridley [Supp]	30 Jul 1989	-10.927	Frappier N [Supp]	###	
W 861	861	7 Oct 1928	-8.27850714343369	Ridley [Supp]	27 Jul 1989	-10.811	Frappier N [Supp]	###	
W 863	863	5 Sep 1928	-8.38018605214303	Ridley [Supp]	19 Jul 1989	-10.925	Frappier N [Supp]	###	
W 865	865	6 Aug 1928	-8.41440491565098	Ridley [Supp]	16 Jul 1989	-10.656	Frappier N [Supp]	###	
W 867	867	14 Jul 1928	-8.41049418839292	Ridley [Supp]	12 Jul 1989	-10.731	Frappier N [Supp]	###	
W 869	869	29 Jun 1928	-8.08785918960368	Ridley [Supp]	8 Jul 1989	-10.616	Frappier N [Supp]	###	
W 871	871	13 Jun 1928	-8.20224796190168	Ridley [Supp]	5 Jul 1989	-10.806	Frappier N [Supp]	###	
W 873	873	20 May 1928	-8.14456473484542	Ridley [Supp]	1 Jul 1989	-10.792	Frappier N [Supp]	###	
W 875	875	11 Apr 1928	-8.08297078053111	Ridley [Supp]	27 Jun 1989	-10.366	Frappier N [Supp]	###	
W 877	877	15 Feb 1928	-8.08101541690209	Ridley [Supp]	24 Jun 1989	-10.058	Frappier N [Supp]	###	
W 879	879	13 Dec 1927	-8.16802909839373	Ridley [Supp]	20 Jun 1989	-9.886	Frappier N [Supp]	###	
W 881	881	8 Oct 1927	-8.15140850754701	Ridley [Supp]	17 Jun 1989	-9.937	Frappier N [Supp]	###	
W 883	883	6 Aug 1927	-8.20224796190168	Ridley [Supp]	13 Jun 1989	-9.294	Frappier N [Supp]	###	
W 885	885	8 Jun 1927	-8.18464968924045	Ridley [Supp]	9 Jun 1989	-9.213	Frappier N [Supp]	###	
W 887	887	11 Apr 1927	-8.10154673500686	Ridley [Supp]	6 Jun 1989	-8.952	Frappier N [Supp]	###	
W 889	889	25 Jan 1927	-8.15922996206312	Ridley [Supp]	29 May 1989	-8.835	Frappier N [Supp]	###	
W 891	891	25 Oct 1926	-8.22571232544999	Ridley [Supp]	26 May 1989	-9.013	Frappier N [Supp]	###	
W 893	893	6 Aug 1926	-8.35769937040923	Ridley [Supp]	18 May 1989	-9.178	Frappier N [Supp]	###	
W 895	895	24 Jun 1926	-8.34401182500605	Ridley [Supp]	15 May 1989	-9.327	Frappier N [Supp]	###	
W 897	897	8 Jun 1926	-8.33716805230446	Ridley [Supp]	11 May 1989	-9.435	Frappier N [Supp]	###	
W 899	899	24 May 1926	-8.24037755266768	Ridley [Supp]	7 May 1989	-9.075	Frappier N [Supp]	###	
W 901	901	11 Apr 1926	-8.02626523528937	Ridley [Supp]	4 May 1989	-9.145	Frappier N [Supp]	###	
W 903	903	22 Jan 1926	-8.07221628057147	Ridley [Supp]	30 Apr 1989	-8.861	Frappier N [Supp]	###	
