Series W 1—7167 / Sub-annually resolved meteorological data
ID	NO	START 2	YBC D13C	CF 3	START 3	ATM D13C	CF 4	END	
W 2803	2803	20 May 1814	-8.47392215141231	Ridley [Supp]	xnp	xnp	xnp	###	
W 2805	2805	11 Apr 1814	-8.3928585517143	Ridley [Supp]	xnp	xnp	xnp	###	
W 2807	2807	26 Feb 1814	-8.69536417985568	Ridley [Supp]	xnp	xnp	xnp	###	
W 2809	2809	6 Jan 1814	-8.99391170235896	Ridley [Supp]	xnp	xnp	xnp	###	
W 2811	2811	13 Nov 1813	-9.19438220186977	Ridley [Supp]	xnp	xnp	xnp	###	
W 2813	2813	21 Sep 1813	-9.38398976790956	Ridley [Supp]	xnp	xnp	xnp	###	
W 2815	2815	6 Aug 1813	-9.77999306989891	Ridley [Supp]	xnp	xnp	xnp	###	
W 2817	2817	2 Jul 1813	-9.29214860310904	Ridley [Supp]	xnp	xnp	xnp	###	
W 2819	2819	7 Jun 1813	-9.02452542395913	Ridley [Supp]	xnp	xnp	xnp	###	
W 2821	2821	13 May 1813	-8.89713284052615	Ridley [Supp]	xnp	xnp	xnp	###	
W 2823	2823	11 Apr 1813	-8.63543489781498	Ridley [Supp]	xnp	xnp	xnp	###	
W 2825	2825	25 Feb 1813	-8.842818173171	Ridley [Supp]	xnp	xnp	xnp	###	
W 2827	2827	4 Jan 1813	-8.99884939939124	Ridley [Supp]	xnp	xnp	xnp	###	
W 2829	2829	9 Nov 1812	-9.22598346287641	Ridley [Supp]	xnp	xnp	xnp	###	
W 2831	2831	18 Sep 1812	-9.15290554679857	Ridley [Supp]	xnp	xnp	xnp	###	
W 2833	2833	6 Aug 1812	-9.46990569627134	Ridley [Supp]	xnp	xnp	xnp	###	
W 2835	2835	5 Jul 1812	-9.2398090145668	Ridley [Supp]	xnp	xnp	xnp	###	
W 2837	2837	7 Jun 1812	-8.96231044135233	Ridley [Supp]	xnp	xnp	xnp	###	
W 2839	2839	12 May 1812	-9.06629887134566	Ridley [Supp]	xnp	xnp	xnp	###	
W 2841	2841	11 Apr 1812	-8.92087244827639	Ridley [Supp]	xnp	xnp	xnp	###	
W 2843	2843	3 Mar 1812	-8.92087244827639	Ridley [Supp]	xnp	xnp	xnp	###	
W 2845	2845	21 Jan 1812	-8.97132651342287	Ridley [Supp]	xnp	xnp	xnp	###	
W 2847	2847	7 Dec 1811	-9.05145944042022	Ridley [Supp]	xnp	xnp	xnp	###	
W 2849	2849	24 Oct 1811	-9.14742109373804	Ridley [Supp]	xnp	xnp	xnp	###	
W 2851	2851	12 Sep 1811	-9.5688609320204	Ridley [Supp]	xnp	xnp	xnp	###	
W 2853	2853	6 Aug 1811	-9.81816337156771	Ridley [Supp]	xnp	xnp	xnp	###	
W 2855	2855	8 Jul 1811	-9.49862095897334	Ridley [Supp]	xnp	xnp	xnp	###	
W 2857	2857	16 Jun 1811	-8.90207583577084	Ridley [Supp]	xnp	xnp	xnp	###	
W 2859	2859	28 May 1811	-8.81699643179835	Ridley [Supp]	xnp	xnp	xnp	###	
W 2861	2861	8 May 1811	-8.74576716335625	Ridley [Supp]	xnp	xnp	xnp	###	
W 2863	2863	11 Apr 1811	-8.59638355870687	Ridley [Supp]	xnp	xnp	xnp	###	
W 2865	2865	6 Mar 1811	-8.91394738051119	Ridley [Supp]	xnp	xnp	xnp	###	
W 2867	2867	25 Jan 1811	-8.69135591662966	Ridley [Supp]	xnp	xnp	xnp	###	
W 2869	2869	10 Dec 1810	-8.89119358642552	Ridley [Supp]	xnp	xnp	xnp	###	
W 2871	2871	26 Oct 1810	-8.87932204168517	Ridley [Supp]	xnp	xnp	xnp	###	
W 2873	2873	13 Sep 1810	-8.64485903306329	Ridley [Supp]	xnp	xnp	xnp	###	
W 2875	2875	6 Aug 1810	-9.05343803121028	Ridley [Supp]	xnp	xnp	xnp	###	
W 2877	2877	9 Jul 1810	-9.01584480619918	Ridley [Supp]	xnp	xnp	xnp	###	
W 2879	2879	22 Jun 1810	-9.08410618845618	Ridley [Supp]	xnp	xnp	xnp	###	
W 2881	2881	9 Jun 1810	-9.09993491477664	Ridley [Supp]	xnp	xnp	xnp	###	
W 2883	2883	28 May 1810	-8.7200454830855	Ridley [Supp]	xnp	xnp	xnp	###	
W 2885	2885	10 May 1810	-8.69432380281475	Ridley [Supp]	xnp	xnp	xnp	###	
W 2887	2887	11 Apr 1810	-8.56769399225103	Ridley [Supp]	xnp	xnp	xnp	###	
W 2889	2889	20 Feb 1810	-8.56967258304109	Ridley [Supp]	xnp	xnp	xnp	###	
W 2891	2891	11 Dec 1809	-8.77841391139221	Ridley [Supp]	xnp	xnp	xnp	###	
W 2893	2893	1 Oct 1809	-8.85063247522933	Ridley [Supp]	xnp	xnp	xnp	###	
W 2895	2895	6 Aug 1809	-8.99111242132345	Ridley [Supp]	xnp	xnp	xnp	###	
W 2897	2897	5 Jul 1809	-8.86151472457465	Ridley [Supp]	xnp	xnp	xnp	###	
W 2899	2899	16 Jun 1809	-8.75269223112146	Ridley [Supp]	xnp	xnp	xnp	###	
W 2901	2901	24 May 1809	-8.7200454830855	Ridley [Supp]	xnp	xnp	xnp	###	
W 2903	2903	11 Apr 1809	-8.70223816597498	Ridley [Supp]	xnp	xnp	xnp	###	
W 2905	2905	10 Feb 1809	-8.75566011730655	Ridley [Supp]	xnp	xnp	xnp	###	
W 2907	2907	8 Dec 1808	-8.97528369500299	Ridley [Supp]	xnp	xnp	xnp	###	
W 2909	2909	6 Oct 1808	-9.0405771910749	Ridley [Supp]	xnp	xnp	xnp	###	
W 2911	2911	6 Aug 1808	-9.25426499640117	Ridley [Supp]	xnp	xnp	xnp	###	
W 2913	2913	5 Jun 1808	-9.15434616150324	Ridley [Supp]	xnp	xnp	xnp	###	
W 2915	2915	11 Apr 1808	-8.78929616073753	Ridley [Supp]	xnp	xnp	xnp	###	
W 2917	2917	24 Feb 1808	-9.16127122926845	Ridley [Supp]	xnp	xnp	xnp	###	
W 2919	2919	12 Jan 1808	-9.04849155423514	Ridley [Supp]	xnp	xnp	xnp	###	
W 2921	2921	2 Dec 1807	-9.40068071486547	Ridley [Supp]	xnp	xnp	xnp	###	
W 2923	2923	23 Oct 1807	-9.74891269391568	Ridley [Supp]	xnp	xnp	xnp	###	
W 2925	2925	14 Sep 1807	-9.73803044457036	Ridley [Supp]	xnp	xnp	xnp	###	
W 2927	2927	6 Aug 1807	-9.82212055314783	Ridley [Supp]	xnp	xnp	xnp	###	
W 2929	2929	28 Jun 1807	-9.50653532213357	Ridley [Supp]	xnp	xnp	xnp	###	
W 2931	2931	20 May 1807	-9.18501431874914	Ridley [Supp]	xnp	xnp	xnp	###	
W 2933	2933	11 Apr 1807	-8.95055131012726	Ridley [Supp]	xnp	xnp	xnp	###	
W 2935	2935	26 Feb 1807	-8.97330510421293	Ridley [Supp]	xnp	xnp	xnp	###	
W 2937	2937	6 Jan 1807	-9.248329224031	Ridley [Supp]	xnp	xnp	xnp	###	
W 2939	2939	12 Nov 1806	-9.84883152881362	Ridley [Supp]	xnp	xnp	xnp	###	
W 2941	2941	21 Sep 1806	-9.86444321940464	Ridley [Supp]	xnp	xnp	xnp	###	
W 2943	2943	6 Aug 1806	-10.1025909592062	Ridley [Supp]	xnp	xnp	xnp	###	
W 2945	2945	4 Jul 1806	-9.82971334068358	Ridley [Supp]	xnp	xnp	xnp	###	
W 2947	2947	16 Jun 1806	-8.58439911797134	Ridley [Supp]	xnp	xnp	xnp	###	
W 2949	2949	1 Jun 1806	-8.59035281146638	Ridley [Supp]	xnp	xnp	xnp	###	
W 2951	2951	13 May 1806	-8.59035281146638	Ridley [Supp]	xnp	xnp	xnp	###	
W 2953	2953	11 Apr 1806	-8.42067254685778	Ridley [Supp]	xnp	xnp	xnp	###	
W 2955	2955	25 Feb 1806	-8.75804851157663	Ridley [Supp]	xnp	xnp	xnp	###	
W 2957	2957	4 Jan 1806	-9.24228224917311	Ridley [Supp]	xnp	xnp	xnp	###	
W 2959	2959	11 Nov 1805	-9.60446527012128	Ridley [Supp]	xnp	xnp	xnp	###	
W 2961	2961	21 Sep 1805	-10.0916758544653	Ridley [Supp]	xnp	xnp	xnp	###	
W 2963	2963	6 Aug 1805	-10.2742557883131	Ridley [Supp]	xnp	xnp	xnp	###	
W 2965	2965	28 Jun 1805	-9.77116868798236	Ridley [Supp]	xnp	xnp	xnp	###	
W 2967	2967	21 May 1805	-9.26708930540243	Ridley [Supp]	xnp	xnp	xnp	###	
W 2969	2969	11 Apr 1805	-9.02993384785006	Ridley [Supp]	xnp	xnp	xnp	###	
W 2971	2971	24 Feb 1805	-9.20656008820287	Ridley [Supp]	xnp	xnp	xnp	###	
W 2973	2973	4 Jan 1805	-9.5598125689085	Ridley [Supp]	xnp	xnp	xnp	###	
W 2975	2975	12 Nov 1804	-10.0678610804851	Ridley [Supp]	xnp	xnp	xnp	###	
W 2977	2977	22 Sep 1804	-10.2018191841235	Ridley [Supp]	xnp	xnp	xnp	###	
W 2979	2979	6 Aug 1804	-10.2970782800441	Ridley [Supp]	xnp	xnp	xnp	###	
W 2981	2981	26 Jun 1804	-9.78803748621831	Ridley [Supp]	xnp	xnp	xnp	###	
W 2983	2983	20 May 1804	-8.96245865490629	Ridley [Supp]	xnp	xnp	xnp	###	
W 2985	2985	11 Apr 1804	-8.78583241455348	Ridley [Supp]	xnp	xnp	xnp	###	
W 2987	2987	24 Feb 1804	-8.79277839029769	Ridley [Supp]	xnp	xnp	xnp	###	
W 2989	2989	4 Jan 1804	-9.23037486218303	Ridley [Supp]	xnp	xnp	xnp	###	
W 2991	2991	11 Nov 1803	-9.50226019845646	Ridley [Supp]	xnp	xnp	xnp	###	
W 2993	2993	21 Sep 1803	-9.93886438809262	Ridley [Supp]	xnp	xnp	xnp	###	
W 2995	2995	6 Aug 1803	-10.0599228224917	Ridley [Supp]	xnp	xnp	xnp	###	
W 2997	2997	2 Jul 1803	-10.0817530319735	Ridley [Supp]	xnp	xnp	xnp	###	
W 2999	2999	8 Jun 1803	-9.50722160970232	Ridley [Supp]	xnp	xnp	xnp	###	
W 3001	3001	15 May 1803	-8.9178059536935	Ridley [Supp]	xnp	xnp	xnp	###	
W 3003	3003	11 Apr 1803	-8.67866593164278	Ridley [Supp]	xnp	xnp	xnp	###	
W 3005	3005	25 Feb 1803	-8.65088202866594	Ridley [Supp]	xnp	xnp	xnp	###	
W 3007	3007	5 Jan 1803	-9.13114663726572	Ridley [Supp]	xnp	xnp	xnp	###	
W 3009	3009	13 Nov 1802	-9.69575523704521	Ridley [Supp]	xnp	xnp	xnp	###	
W 3011	3011	22 Sep 1802	-10.0093164277839	Ridley [Supp]	xnp	xnp	xnp	###	
W 3013	3013	6 Aug 1802	-10.0748070562293	Ridley [Supp]	xnp	xnp	xnp	###	
W 3015	3015	27 Jun 1802	-9.88528114663727	Ridley [Supp]	xnp	xnp	xnp	###	
W 3017	3017	22 May 1802	-9.28891951488424	Ridley [Supp]	xnp	xnp	xnp	###	
W 3019	3019	11 Apr 1802	-8.48417861080486	Ridley [Supp]	xnp	xnp	xnp	###	
W 3021	3021	14 Feb 1802	-8.99421168687983	Ridley [Supp]	xnp	xnp	xnp	###	
W 3023	3023	5 Dec 1801	-9.36532524807057	Ridley [Supp]	xnp	xnp	xnp	###	
W 3025	3025	28 Sep 1801	-9.51218302094819	Ridley [Supp]	xnp	xnp	xnp	###	
W 3027	3027	6 Aug 1801	-9.61934950385888	Ridley [Supp]	xnp	xnp	xnp	###	
W 3029	3029	27 Jun 1801	-9.41783712462156	Ridley [Supp]	xnp	xnp	xnp	###	
W 3031	3031	20 May 1801	-8.81622616807136	Ridley [Supp]	xnp	xnp	xnp	###	
W 3033	3033	11 Apr 1801	-8.40193723917847	Ridley [Supp]	xnp	xnp	xnp	###	
W 3035	3035	1 Mar 1801	-8.8221728991081	Ridley [Supp]	xnp	xnp	xnp	###	
W 3037	3037	18 Jan 1801	-9.12545618198184	Ridley [Supp]	xnp	xnp	xnp	###	
W 3039	3039	6 Dec 1800	-9.28424828785738	Ridley [Supp]	xnp	xnp	xnp	###	
W 3041	3041	25 Oct 1800	-9.61112383139472	Ridley [Supp]	xnp	xnp	xnp	###	
W 3043	3043	14 Sep 1800	-9.881709628764	Ridley [Supp]	xnp	xnp	xnp	###	
W 3045	3045	6 Aug 1800	-10.0811925888684	Ridley [Supp]	xnp	xnp	xnp	###	
W 3047	3047	3 Jul 1800	-10.0258903821068	Ridley [Supp]	xnp	xnp	xnp	###	
W 3049	3049	6 Jun 1800	-9.59828581911078	Ridley [Supp]	xnp	xnp	xnp	###	
W 3051	3051	11 May 1800	-8.92675902271987	Ridley [Supp]	xnp	xnp	xnp	###	
W 3053	3053	11 Apr 1800	-8.77171533590608	Ridley [Supp]	xnp	xnp	xnp	###	
W 3055	3055	7 Mar 1800	-9.03242573921079	Ridley [Supp]	xnp	xnp	xnp	###	
W 3057	3057	31 Jan 1800	-9.26054734210241	Ridley [Supp]	xnp	xnp	xnp	###	
W 3059	3059	24 Dec 1799	-9.39189008316122	Ridley [Supp]	xnp	xnp	xnp	###	
W 3061	3061	17 Nov 1799	-9.75530458473747	Ridley [Supp]	xnp	xnp	xnp	###	
W 3063	3063	11 Oct 1799	-10.0604542613328	Ridley [Supp]	xnp	xnp	xnp	###	
W 3065	3065	7 Sep 1799	-10.1947596206109	Ridley [Supp]	xnp	xnp	xnp	###	
W 3067	3067	6 Aug 1799	-10.4495447874769	Ridley [Supp]	xnp	xnp	xnp	###	
W 3069	3069	7 Jul 1799	-10.3843671866507	Ridley [Supp]	xnp	xnp	xnp	###	
W 3071	3071	8 Jun 1799	-9.95380000543538	Ridley [Supp]	xnp	xnp	xnp	###	
W 3073	3073	10 May 1799	-9.19536974127623	Ridley [Supp]	xnp	xnp	xnp	###	
W 3075	3075	11 Apr 1799	-8.98502384770084	Ridley [Supp]	xnp	xnp	xnp	###	
W 3077	3077	11 Mar 1799	-9.15883078323731	Ridley [Supp]	xnp	xnp	xnp	###	
W 3079	3079	9 Feb 1799	-9.46793061745842	Ridley [Supp]	xnp	xnp	xnp	###	
W 3081	3081	9 Jan 1799	-9.70000237797587	Ridley [Supp]	xnp	xnp	xnp	###	
W 3083	3083	8 Dec 1798	-9.84714574953799	Ridley [Supp]	xnp	xnp	xnp	###	
W 3085	3085	7 Nov 1798	-9.98638880584847	Ridley [Supp]	xnp	xnp	xnp	###	
W 3087	3087	7 Oct 1798	-10.1414324926623	Ridley [Supp]	xnp	xnp	xnp	###	
W 3089	3089	6 Sep 1798	-10.0930430617459	Ridley [Supp]	xnp	xnp	xnp	###	
W 3091	3091	6 Aug 1798	-10.1305695591912	Ridley [Supp]	xnp	xnp	xnp	###	
W 3093	3093	7 Jul 1798	-10.1690835960431	Ridley [Supp]	xnp	xnp	xnp	###	
W 3095	3095	8 Jun 1798	-9.42447888357431	Ridley [Supp]	xnp	xnp	xnp	###	
W 3097	3097	10 May 1798	-8.3450645718796	Ridley [Supp]	xnp	xnp	xnp	###	
W 3099	3099	11 Apr 1798	-8.20462787817757	Ridley [Supp]	xnp	xnp	xnp	###	
W 3101	3101	9 Mar 1798	-8.59824621686354	Ridley [Supp]	xnp	xnp	xnp	###	
W 3103	3103	31 Jan 1798	-9.14318014805945	Ridley [Supp]	xnp	xnp	xnp	###	
W 3105	3105	20 Dec 1797	-9.7118498584726	Ridley [Supp]	xnp	xnp	xnp	###	
W 3107	3107	6 Nov 1797	-9.9254718714278	Ridley [Supp]	xnp	xnp	xnp	###	
W 3109	3109	21 Sep 1797	-10.0174480158946	Ridley [Supp]	xnp	xnp	xnp	###	
W 3111	3111	6 Aug 1797	-10.0540406755212	Ridley [Supp]	xnp	xnp	xnp	###	
W 3113	3113	4 Jun 1797	-9.40031775624626	Ridley [Supp]	xnp	xnp	xnp	###	
W 3115	3115	11 Apr 1797	-8.67143153611671	Ridley [Supp]	xnp	xnp	xnp	###	
W 3117	3117	12 Mar 1797	-8.69516731533396	Ridley [Supp]	xnp	xnp	xnp	###	
W 3119	3119	13 Feb 1797	-8.97109574873443	Ridley [Supp]	xnp	xnp	xnp	###	
W 3121	3121	16 Jan 1797	-8.92758015350281	Ridley [Supp]	xnp	xnp	xnp	###	
W 3123	3123	20 Dec 1796	-9.03834712318328	Ridley [Supp]	xnp	xnp	xnp	###	
W 3125	3125	23 Nov 1796	-9.54569940395189	Ridley [Supp]	xnp	xnp	xnp	###	
W 3127	3127	27 Oct 1796	-9.99371223667738	Ridley [Supp]	xnp	xnp	xnp	###	
W 3129	3129	30 Sep 1796	-10.3922755293669	Ridley [Supp]	xnp	xnp	xnp	###	
W 3131	3131	3 Sep 1796	-10.5406241494747	Ridley [Supp]	xnp	xnp	xnp	###	
W 3133	3133	6 Aug 1796	-10.5851287355071	Ridley [Supp]	xnp	xnp	xnp	###	
W 3135	3135	9 Jul 1796	-10.3309580997224	Ridley [Supp]	xnp	xnp	xnp	###	
W 3137	3137	11 Jun 1796	-9.22032143051549	Ridley [Supp]	xnp	xnp	xnp	###	
W 3139	3139	13 May 1796	-8.50330309999456	Ridley [Supp]	xnp	xnp	xnp	###	
W 3141	3141	11 Apr 1796	-8.371767323499	Ridley [Supp]	xnp	xnp	xnp	###	
W 3143	3143	5 Mar 1796	-8.48154530237876	Ridley [Supp]	xnp	xnp	xnp	###	
W 3145	3145	25 Jan 1796	-9.19164069729466	Ridley [Supp]	xnp	xnp	xnp	###	
W 3147	3147	12 Dec 1795	-9.74448655489631	Ridley [Supp]	xnp	xnp	xnp	###	
W 3149	3149	29 Oct 1795	-9.94426269664145	Ridley [Supp]	xnp	xnp	xnp	###	
W 3151	3151	16 Sep 1795	-9.92744985302924	Ridley [Supp]	xnp	xnp	xnp	###	
W 3153	3153	6 Aug 1795	-10.2112902128355	Ridley [Supp]	xnp	xnp	xnp	###	
W 3155	3155	26 Jun 1795	-9.97294342986229	Ridley [Supp]	xnp	xnp	xnp	###	
W 3157	3157	17 May 1795	-9.12537831364651	Ridley [Supp]	xnp	xnp	xnp	###	
W 3159	3159	11 Apr 1795	-8.71593612214905	Ridley [Supp]	xnp	xnp	xnp	###	
W 3161	3161	11 Mar 1795	-8.91274529149203	Ridley [Supp]	xnp	xnp	xnp	###	
W 3163	3163	11 Feb 1795	-8.89988841108269	Ridley [Supp]	xnp	xnp	xnp	###	
W 3165	3165	14 Jan 1795	-9.20746455010615	Ridley [Supp]	xnp	xnp	xnp	###	
W 3167	3167	17 Dec 1794	-9.30834161177944	Ridley [Supp]	xnp	xnp	xnp	###	
W 3169	3169	21 Nov 1794	-9.44284436067716	Ridley [Supp]	xnp	xnp	xnp	###	
W 3171	3171	26 Oct 1794	-9.93536177943498	Ridley [Supp]	xnp	xnp	xnp	###	
W 3173	3173	29 Sep 1794	-10.0659085651298	Ridley [Supp]	xnp	xnp	xnp	###	
W 3175	3175	3 Sep 1794	-10.2439269092592	Ridley [Supp]	xnp	xnp	xnp	###	
W 3177	3177	6 Aug 1794	-10.3705177317511	Ridley [Supp]	xnp	xnp	xnp	###	
W 3179	3179	8 Jul 1794	-10.2379929644549	Ridley [Supp]	xnp	xnp	xnp	###	
W 3181	3181	10 Jun 1794	-9.37757096782973	Ridley [Supp]	xnp	xnp	xnp	###	
W 3183	3183	11 May 1794	-8.66846456371456	Ridley [Supp]	xnp	xnp	xnp	###	
W 3185	3185	11 Apr 1794	-8.62108306150107	Ridley [Supp]	xnp	xnp	xnp	###	
W 3187	3187	10 Mar 1794	-8.80816143772602	Ridley [Supp]	xnp	xnp	xnp	###	
W 3189	3189	5 Feb 1794	-9.0368127864454	Ridley [Supp]	xnp	xnp	xnp	###	
W 3191	3191	1 Jan 1794	-9.30703710765921	Ridley [Supp]	xnp	xnp	xnp	###	
W 3193	3193	26 Nov 1793	-9.50401381066855	Ridley [Supp]	xnp	xnp	xnp	###	
W 3195	3195	20 Oct 1793	-9.94053002186009	Ridley [Supp]	xnp	xnp	xnp	###	
W 3197	3197	13 Sep 1793	-9.93855035650322	Ridley [Supp]	xnp	xnp	xnp	###	
W 3199	3199	6 Aug 1793	-10.1325575614772	Ridley [Supp]	xnp	xnp	xnp	###	
W 3201	3201	28 Jun 1793	-10.0038793132802	Ridley [Supp]	xnp	xnp	xnp	###	
W 3203	3203	21 May 1793	-9.08729425304578	Ridley [Supp]	xnp	xnp	xnp	###	
W 3205	3205	11 Apr 1793	-8.30433660440063	Ridley [Supp]	xnp	xnp	xnp	###	
W 3207	3207	1 Mar 1793	-8.51913029562187	Ridley [Supp]	xnp	xnp	xnp	###	
W 3209	3209	20 Jan 1793	-9.13183672357553	Ridley [Supp]	xnp	xnp	xnp	###	
W 3211	3211	8 Dec 1792	-9.36840673372242	Ridley [Supp]	xnp	xnp	xnp	###	
W 3213	3213	28 Oct 1792	-9.74751264956451	Ridley [Supp]	xnp	xnp	xnp	###	
W 3215	3215	16 Sep 1792	-9.73662449010168	Ridley [Supp]	xnp	xnp	xnp	###	
W 3217	3217	6 Aug 1792	-9.76334997241953	Ridley [Supp]	xnp	xnp	xnp	###	
W 3219	3219	27 Jun 1792	-9.43373569049939	Ridley [Supp]	xnp	xnp	xnp	###	
W 3221	3221	20 May 1792	-8.82399876058104	Ridley [Supp]	xnp	xnp	xnp	###	
W 3223	3223	11 Apr 1792	-8.21921099405488	Ridley [Supp]	xnp	xnp	xnp	###	
W 3225	3225	26 Feb 1792	-8.42113686045642	Ridley [Supp]	xnp	xnp	xnp	###	
W 3227	3227	6 Jan 1792	-8.85171407557733	Ridley [Supp]	xnp	xnp	xnp	###	
W 3229	3229	13 Nov 1791	-9.30802694033765	Ridley [Supp]	xnp	xnp	xnp	###	
W 3231	3231	21 Sep 1791	-9.70494984439164	Ridley [Supp]	xnp	xnp	xnp	###	
W 3233	3233	6 Aug 1791	-9.87520106508313	Ridley [Supp]	xnp	xnp	xnp	###	
W 3235	3235	2 Jul 1791	-9.83560775794557	Ridley [Supp]	xnp	xnp	xnp	###	
W 3237	3237	7 Jun 1791	-9.6198242340459	Ridley [Supp]	xnp	xnp	xnp	###	
W 3239	3239	13 May 1791	-8.73194432148622	Ridley [Supp]	xnp	xnp	xnp	###	
W 3241	3241	11 Apr 1791	-8.55971343543786	Ridley [Supp]	xnp	xnp	xnp	###	
W 3243	3243	26 Feb 1791	-8.94574818002902	Ridley [Supp]	xnp	xnp	xnp	###	
W 3245	3245	6 Jan 1791	-9.02691445966101	Ridley [Supp]	xnp	xnp	xnp	###	
W 3247	3247	12 Nov 1790	-9.0724467628692	Ridley [Supp]	xnp	xnp	xnp	###	
W 3249	3249	21 Sep 1790	-9.37137623175774	Ridley [Supp]	xnp	xnp	xnp	###	
W 3251	3251	6 Aug 1790	-9.46640016888787	Ridley [Supp]	xnp	xnp	xnp	###	
W 3253	3253	2 Jul 1790	-9.40800004085998	Ridley [Supp]	xnp	xnp	xnp	###	
W 3255	3255	7 Jun 1790	-8.73788331755686	Ridley [Supp]	xnp	xnp	xnp	###	
W 3257	3257	14 May 1790	-8.31027560047126	Ridley [Supp]	xnp	xnp	xnp	###	
W 3259	3259	11 Apr 1790	-8.19446517709391	Ridley [Supp]	xnp	xnp	xnp	###	
W 3261	3261	17 Feb 1790	-8.83092758933011	Ridley [Supp]	xnp	xnp	xnp	###	
W 3263	3263	8 Dec 1789	-9.0011788100216	Ridley [Supp]	xnp	xnp	xnp	###	
W 3265	3265	29 Sep 1789	-9.21498266856439	Ridley [Supp]	xnp	xnp	xnp	###	
W 3267	3267	6 Aug 1789	-9.40701020818154	Ridley [Supp]	xnp	xnp	xnp	###	
W 3269	3269	5 Jul 1789	-9.25358614302351	Ridley [Supp]	xnp	xnp	xnp	###	
W 3271	3271	15 Jun 1789	-8.77153762862378	Ridley [Supp]	xnp	xnp	xnp	###	
W 3273	3273	30 May 1789	-8.36217887338291	Ridley [Supp]	xnp	xnp	xnp	###	
W 3275	3275	11 May 1789	-8.32072221656311	Ridley [Supp]	xnp	xnp	xnp	###	
W 3277	3277	11 Apr 1789	-8.28913619231945	Ridley [Supp]	xnp	xnp	xnp	###	
W 3279	3279	26 Feb 1789	-8.61782825710502	Ridley [Supp]	xnp	xnp	xnp	###	
W 3281	3281	5 Jan 1789	-9.17749312417235	Ridley [Supp]	xnp	xnp	xnp	###	
W 3283	3283	10 Nov 1788	-9.50519812570032	Ridley [Supp]	xnp	xnp	xnp	###	
W 3285	3285	19 Sep 1788	-9.61278802078028	Ridley [Supp]	xnp	xnp	xnp	###	
W 3287	3287	6 Aug 1788	-9.70261077722319	Ridley [Supp]	xnp	xnp	xnp	###	
W 3289	3289	7 Jul 1788	-9.72926148517877	Ridley [Supp]	xnp	xnp	xnp	###	
W 3291	3291	18 Jun 1788	-9.13801059386778	Ridley [Supp]	xnp	xnp	xnp	###	
W 3293	3293	4 Jun 1788	-8.68001324233473	Ridley [Supp]	xnp	xnp	xnp	###	
W 3295	3295	15 May 1788	-8.60993175104411	Ridley [Supp]	xnp	xnp	xnp	###	
W 3297	3297	11 Apr 1788	-8.56748803096669	Ridley [Supp]	xnp	xnp	xnp	###	
W 3299	3299	16 Feb 1788	-8.80635733930936	Ridley [Supp]	xnp	xnp	xnp	###	
W 3301	3301	10 Dec 1787	-9.03140776204543	Ridley [Supp]	xnp	xnp	xnp	###	
W 3303	3303	2 Oct 1787	-9.24856167872059	Ridley [Supp]	xnp	xnp	xnp	###	
W 3305	3305	6 Aug 1787	-9.41340124274218	Ridley [Supp]	xnp	xnp	xnp	###	
W 3307	3307	26 Jun 1787	-8.45200162982581	Ridley [Supp]	xnp	xnp	xnp	###	
W 3309	3309	23 May 1787	-8.51616074157075	Ridley [Supp]	xnp	xnp	xnp	###	
W 3311	3311	11 Apr 1787	-8.29505857186513	Ridley [Supp]	xnp	xnp	xnp	###	
W 3313	3313	12 Feb 1787	-8.47569114800856	Ridley [Supp]	xnp	xnp	xnp	###	
W 3315	3315	6 Dec 1786	-8.91098604461648	Ridley [Supp]	xnp	xnp	xnp	###	
W 3317	3317	30 Sep 1786	-9.03930426810635	Ridley [Supp]	xnp	xnp	xnp	###	
W 3319	3319	6 Aug 1786	-9.55948660486911	Ridley [Supp]	xnp	xnp	xnp	###	
W 3321	3321	26 Jun 1786	-9.45189670978914	Ridley [Supp]	xnp	xnp	xnp	###	
W 3323	3323	21 May 1786	-8.62572476316594	Ridley [Supp]	xnp	xnp	xnp	###	
W 3325	3325	11 Apr 1786	-8.51122542528267	Ridley [Supp]	xnp	xnp	xnp	###	
W 3327	3327	22 Feb 1786	-8.63559539574208	Ridley [Supp]	xnp	xnp	xnp	###	
W 3329	3329	1 Jan 1786	-8.79648670673322	Ridley [Supp]	xnp	xnp	xnp	###	
W 3331	3331	8 Nov 1785	-9.2150015279617	Ridley [Supp]	xnp	xnp	xnp	###	
W 3333	3333	19 Sep 1785	-9.291005398798	Ridley [Supp]	xnp	xnp	xnp	###	
W 3335	3335	6 Aug 1785	-9.38280228175614	Ridley [Supp]	xnp	xnp	xnp	###	
W 3337	3337	27 Jun 1785	-9.2495487419782	Ridley [Supp]	xnp	xnp	xnp	###	
W 3339	3339	20 May 1785	-8.68790974839564	Ridley [Supp]	xnp	xnp	xnp	###	
W 3341	3341	11 Apr 1785	-8.49839360293369	Ridley [Supp]	xnp	xnp	xnp	###	
W 3343	3343	1 Mar 1785	-8.492471223388	Ridley [Supp]	xnp	xnp	xnp	###	
W 3345	3345	19 Jan 1785	-8.90407660181318	Ridley [Supp]	xnp	xnp	xnp	###	
W 3347	3347	8 Dec 1784	-9.33641030864827	Ridley [Supp]	xnp	xnp	xnp	###	
W 3349	3349	28 Oct 1784	-9.35220332077009	Ridley [Supp]	xnp	xnp	xnp	###	
