Storms: Storms w/in 150 nautical miles of Belize.
Name	Start	Parliament	Rainfall	150 mi	50 mi	0 mi	EM-DAT	EM-DAT Loss	EM-DAT Deaths	Max wind	Min press	Max cat	Max cat w/in	Data	Loss	Loss / GDP unit	GDP Prev yr	Ratio 00	Loss 2020 BZD	Deaths	Pop	Ratio 000	Impact sx	Impact f	Cost f	Impact c
1854					"14,866"														241764	452313	19375	"19,375"	"241,764"	"452,313"						10.2	"1,937,500.0"	"24,176,400.0"	"45,231,300.0"		"71,345,200.0"	"4,799.2"
1855					"15,402"														245486	462591	21511	"21,511"	"245,486"	"462,591"						10.5	"2,089,640.0"	"23,847,211.4"	"44,937,411.4"		"70,874,262.9"	"4,601.6"
1856					"15,958"														251991	446649	26263	"26,263"	"251,991"	"446,649"						10.5	"2,551,262.9"	"24,479,125.7"	"43,388,760.0"		"70,419,148.6"	"4,412.8"
1857					"16,534"														268691	440271	26469	"26,469"	"268,691"	"440,271"						10.0	"2,699,838.0"	"27,406,482.0"	"44,907,642.0"		"75,013,962.0"	"4,537.0"
1858					"17,130"														207905	380377	24127	"24,127"	"207,905"	"380,377"						9.1	"2,704,345.1"	"23,303,637.4"	"42,635,663.7"		"68,643,646.2"	"4,007.2"
1859					"17,748"														173293	288161	25778	"25,778"	"173,293"	"288,161"						9.0	"2,921,506.7"	"19,639,873.3"	"32,658,246.7"		"55,219,626.7"	"3,111.3"
1860					"18,388"														200800	315918	30270	"30,270"	"200,800"	"315,918"						9.3	"3,319,935.5"	"22,023,225.8"	"34,649,071.0"		"59,992,232.3"	"3,262.6"
1861					"25,635"														231741	292576	28897	"28,897"	"231,741"	"292,576"						9.5	"3,102,625.3"	"24,881,665.3"	"31,413,423.2"		"59,397,713.7"	"2,317.1"
1862					"25,539"														211335	336390	32175	"32,175"	"211,335"	"336,390"						9.3	"3,528,871.0"	"23,178,677.4"	"36,894,387.1"		"63,601,935.5"	"2,490.4"
1863				0	"25,443"														265752	390644	28642	"28,642"	"265,752"	"390,644"						9.0	"3,246,093.3"	"30,118,560.0"	"44,272,986.7"		"77,637,640.0"	"3,051.4"
1864				0	"25,347"								31544.8.0	28364.0.0					291144	373197	28365	"28,365"	"291,144"	"373,197"						8.9	"3,250,820.2"	"33,367,065.2"	"42,770,892.1"		"79,388,777.5"	"3,132.1"
1865					"25,252"								26529.15.9	35614.2.10	210675.0.0	323169.17.9			210675	323170	35614	"35,614"	"210,675"	"323,170"						9.0	"4,036,253.3"	"23,876,500.0"	"36,625,933.3"		"64,538,686.7"	"2,555.8"
1866			0	0	"25,157"														169033	277156	31094	"31,094"	"169,033"	"277,156"						9.5	"3,338,513.7"	"18,148,806.3"	"29,757,802.1"		"51,245,122.1"	"2,037.0"
1867					"25,062"								35725.10.8	32643.11.4	190495.4.0	186269.8.0			190495	186169	32644	"32,644"	"190,495"	"186,169"						10.1	"3,296,720.8"	"19,238,108.9"	"18,801,225.7"		"41,336,055.4"	"1,649.4"
1868					"24,968"								42416.4.6	39720.8.7	177683.14.0	203659.0.6			177684	203659	39720	"39,720"	"177,684"	"203,659"						10.0	"4,051,440.0"	"18,123,768.0"	"20,773,218.0"		"42,948,426.0"	"1,720.1"
1869					"24,874"								36629.16.5	30403.12.10	151188.16.0	175033.0.0			151189	175033	30404	"30,404"	"151,189"	"175,033"						9.5	"3,264,429.5"	"16,232,924.2"	"18,793,016.8"		"38,290,370.5"	"1,539.4"
1870					"24,780"								33030.18.5	26220.2.0	184337.12.0	171987.11.5-half	5		184333	171988	26220	"26,220"	"184,333"	"171,988"						9.5	"2,815,200.0"	"19,791,543.2"	"18,466,080.0"		"41,072,823.2"	"1,657.5"
1871					"24,710"								42880.15.4	25453.15.0	180662.0.0	207672.2.0			180662	207672	25454	"25,454"	"180,662"	"207,672"						9.6	"2,704,487.5"	"19,195,337.5"	"22,065,150.0"		"43,964,975.0"	"1,779.2"
1872					"25,254"								38719.14.6	29350.15.11	167809.0.0	203560.0.0			167809	203560	29350	"29,350"	"167,809"	"203,560"						10.0	"2,993,700.0"	"17,116,518.0"	"20,763,120.0"		"40,873,338.0"	"1,618.5"
1873					"25,810"								51945.14.0	34406.14.1	236615.0.0	216992.12.0			236615	216993	34407	"34,407"	"236,615"	"216,993"						10.4	"3,374,532.7"	"23,206,471.2"	"21,282,005.8"		"47,863,009.6"	"1,854.4"
1874				0	"26,378"								43722.17.0	40063.0.11					178398	240628	40063	"40,063"	"178,398"	"240,628"						10.0	"4,086,426.0"	"18,196,596.0"	"24,544,056.0"		"46,827,078.0"	"1,775.2"
1875					"26,959"								41906.2.11	40839.5.0	175321.0.0	202512.8.0			175321	202512	40839	"40,839"	"175,321"	"202,512"						9.8	"4,250,589.8"	"18,247,695.9"	"21,077,779.6"		"43,576,065.3"	"1,616.4"
1876					"27,553"								40231.5.8	36614.10.8	163403.4.0	206420.5.0			163403	206420	36615	"36,615"	"163,403"	"206,420"						9.8	"3,810,949.0"	"17,007,251.0"	"21,484,530.6"		"42,302,730.6"	"1,535.3"
1877					"28,160"								41588.9.8	39928.10.3	167232.5.4	124503.9.2			165756	124503	39929	"39,929"	"165,756"	"124,503"						9.7	"4,198,719.6"	"17,430,012.4"	"13,092,068.0"		"34,720,800.0"	"1,233.0"
1878					"28,780"								40361.7.4	51093.15.0	191490.12.5	131006.19.10			191491	131007	51094	"51,094"	"191,491"	"131,007"						9.5	"5,485,882.1"	"20,560,086.3"	"14,066,014.7"		"40,111,983.2"	"1,393.7"
1879					"30,000"								40324.8.11	50699.12.7	159888.3.8	187673.4.0			159883	187673	50699	"50,699"	"159,883"	"187,673"						9.1	"5,682,745.1"	"17,920,951.6"	"21,035,874.7"		"44,639,571.4"	"1,488.0"
1880													43234.8.0	37922.12.1	237204.8.6	252855.5.3			237201	252855	37923	"37,923"	"237,201"	"252,855"						9.4	"4,115,048.9"	"25,738,831.9"	"27,437,457.4"		"57,291,338.3"	
1881					"27,452"								43642.7.2	40712.3.4	14217.4.0	24396.14.1			201811	247403	34351	"34,351"	"201,811"	"247,403"						9.3	"3,767,529.0"	"22,134,109.7"	"27,134,522.6"		"53,036,161.3"	"1,932.0"
1882					"27,802"								46384.9.6	44500.4.2	232882.4.0	250632.12.0			232882	250633	37547	"37,547"	"232,882"	"250,633"						9.4	"4,074,248.9"	"25,270,174.5"	"27,196,346.8"		"56,540,770.2"	"2,033.7"
1883					"28,157"								52277.14.8	40343.15.10	268973.0.0	302869.12.0			268973	302870	33200	"33,200"	"268,973"	"302,870"						9.3	"3,641,290.3"	"29,500,264.5"	"33,218,000.0"		"66,359,554.8"	"2,356.8"
1884					"28,516"								51866.1.6	53585.0.10	237538.0.0	317449.4.0			237538	317449	44096	"44,096"	"237,538"	"317,449"						9.1	"4,942,628.6"	"26,625,138.5"	"35,582,195.6"		"67,149,962.6"	"2,354.8"
1885					"28,880"								52245.16.9	63235.4.0	254856.8.0	244280.4.0		1	254856	244280	53289	"53,289"	"254,856"	"244,280"						8.8	"6,176,679.5"	"29,540,127.3"	"28,314,272.7"		"64,031,079.5"	"2,217.1"
1886			11449.4081130472	16441.4403733992	"29,248"								271806.93	312773.27	1179813.00	1400234.00		1	172054	204201	48841	"48,841"	"172,054"	"204,201"						8.7	"5,726,186.2"	"20,171,848.3"	"23,940,806.9"		"49,838,841.4"	"1,704.0"
1887			11202.0699390124	16498.9850373232	"29,621"								280139.86	294298.32	1097721.00	1349709.00	6.48648648648649	1	160084	196833	46146	"46,146"	"160,084"	"196,833"						8.6	"5,473,130.2"	"18,986,707.0"	"23,345,309.3"		"47,805,146.5"	"1,613.9"
1888			11929.0199604074	19762.7763022513	"29,999"								311719.20	297934.92	1479048.00	1526115.00	6.49	1	200450	213020	48660	"48,660"	"200,450"	"213,020"						8.7	"5,704,965.5"	"23,501,034.5"	"24,974,758.6"		"54,180,758.6"	"1,806.1"
1889			13746.3080212918	30322.319710557	"30,382"								347838.89	311759.71	1863327.00	2155554.00		1	260089	300879	44746	"44,746"	"260,089"	"300,879"						8.8	"5,186,468.2"	"30,146,679.5"	"34,874,611.4"		"70,207,759.1"	"2,310.8"
1890			17433.2520227973	30715.8536441754	"30,769"								332135.87	344452.54	1829480.00	1866099.00	6.49	1	282945	287690	53103	"53,103"	"282,945"	"287,690"						8.8	"6,155,120.5"	"32,795,897.7"	"33,345,886.4"		"72,296,904.5"	"2,349.7"
1891			20624.0029939431	40130.2165334451	"31,471"								357634.01	348282.98	1853365.00	1909930.00		1	272214	280521	51154	"51,154"	"272,214"	"280,521"						8.9	"5,862,593.3"	"31,197,559.6"	"32,149,597.8"		"69,209,750.6"	"2,199.2"
1892			26473.9793903777	44102.5937803028	"31,853"								338659.98	373719.01	1757038.00	1741235.00	7.27	1	230610	228536	49050	"49,050"	"230,610"	"228,536"						8.9	"5,621,460.7"	"26,429,460.7"	"26,191,766.3"		"58,242,687.6"	"1,828.5"
1893			36646.1752096868	78727.8968662958	"32,235"								412649.33	394702.19	1460941.00	2135117.00	9.50	1	169226	247318	45689	"45,689"	"169,226"	"247,318"						8.8	"5,295,770.5"	"19,614,831.8"	"28,666,404.5"		"53,577,006.8"	"1,662.1"
1894			37292.8759615301	178172.476968881	"32,899"								207287.72	230283.41	1578432.00	2549583.00	4.866?	1	151266	244335	47384	"47,384"	"151,266"	"244,335"						8.7	"5,555,365.5"	"17,734,634.5"	"28,646,172.4"		"51,936,172.4"	"1,578.7"
1895			1845960.28356626	2450097.6377875	"33,353"		8.33333333333333	0					254612.13	284961.35	1453640.00	1283998.00		1	299103	264197	58652	"58,652"	"299,103"	"264,197"						8.6	"6,956,400.0"	"35,475,007.0"	"31,334,993.0"		"73,766,400.0"	"2,211.7"
1896			1748310.21599855	2621055.63321638	"33,811"		8.33333333333333	0					312686.25	269877.33	1462637.00	1378601.00	4.84848484848485	1	300954	283663	55530	"55,530"	"300,954"	"283,663"						8.5	"6,663,600.0"	"36,114,480.0"	"34,039,560.0"		"76,817,640.0"	"2,272.0"
1897			2096188.54561238	2657762.6828566	"34,276"		8.33333333333333	0					314017.67	322990.41	1422097.00	1404387.00	4.84848484848485	1	292613	288969	66459	"66,459"	"292,613"	"288,969"						8.7	"7,791,744.8"	"34,306,351.7"	"33,879,124.1"		"75,977,220.7"	"2,216.6"
1898			1967786.83944963	2410132.67838379	"34,747"		8.33333333333333	0					274690.40	301413.75	1248910.00	1282593.00	4.84848484848485	1	256977	263908	62019	"62,019"	"256,977"	"263,908"						8.7	"7,271,193.1"	"30,128,337.9"	"30,940,937.9"		"68,340,469.0"	"1,966.8"
1899				2385990.37737764	"35,226"		8.33333333333333	0					256296.75	260238.38	1031473.00	1278617.00	4.84848484848485	1	212237	263090	53994	"53,994"	"212,237"	"263,090"						8.8	"6,258,395.5"	"24,600,197.7"	"30,494,522.7"		"61,353,115.9"	"1,741.7"
1900			1645368.78331055	0	"35,923"		8.33333333333333	0					292689.28	249186.50			4.86	1				"51,273"								9.2	"5,684,615.2"				"5,684,615.2"	158.2
1901			1709249.49511094	2565200.7571787	"38,315"		8.33333333333333	0					272142.68	256910.67	1227202.00	1387598.00	4.86	1				"52,862"	"252,511"	"285,514"						9.2	"5,860,787.0"	"27,995,784.8"	"31,654,813.0"		"65,511,384.8"	"1,709.8"
1902			1689898.89638663	2505577.58406456	"38,517"		8.66666666666667	0					259600.19	252242.24	1227803.00	1362210.00	4.86	1				"51,902"	"252,634"	"280,290"						9.2	"5,754,352.2"	"28,009,421.7"	"31,075,630.4"		"64,839,404.3"	"1,683.4"
1903			1786694.39303011	3398302.98875573	"38,721"		9	0					301194.10	266039.16	1772976.00	1853181.00	4.86	1	364445	380931		"54,741"	"364,445"	"380,931"						9.3	"6,003,851.6"	"39,971,387.1"	"41,779,529.0"		"87,754,767.7"	"2,266.3"
1904			1895842.83732549	3409413.65614775	"38,926"		9	0					309790.96	282258.91	1757319.00	1863871.00	4.86	1	361227	383120		"58,078"	"361,227"	"383,120"						9.3	"6,369,845.2"	"39,618,445.2"	"42,019,612.9"		"88,007,903.2"	"2,260.9"
1905			2012017.18580375	3341118.81012605	"39,132"		9	0					332109.95	300350.89	1876560.00	1835250.00	4.86	1	385737	377246		"61,801"	"385,737"	"377,246"						9.3	"6,778,174.2"	"42,306,638.7"	"41,375,367.7"		"90,460,180.6"	"2,311.7"
1906			2143630.46286162	3661946.57486576	"39,339"		9	0					391860.72	321438.66	2200541.00	2019006.00	4.86	1	452333	415018		"66,140"	"452,333"	"415,018"						9.3	"7,254,064.5"	"49,610,716.1"	"45,518,103.2"		"102,382,883.9"	"2,602.6"
1907			3430216.05830799	3980555.61977206	"39,547"		9.33333333333333	0					395183.04	516700.62	2415723.00	2211036.00	4.86	1	496565	454491	106211	"106,211"	"496,565"	"454,491"						9.4	"11,525,023.4"	"53,882,585.1"	"49,317,108.5"		"114,724,717.0"	"2,901.0"
1908			3544778.19958979	3948585.92704952	"39,756"		9	0					360914.80	535978.94	2676723.00	2201799.00	4.86	1	550215	452592	110174	"110,174"	"550,215"	"452,592"						9.4	"11,955,051.1"	"59,704,180.9"	"49,111,046.8"		"120,770,278.7"	"3,037.8"
1909			3913290.41556812	3936908.9781778	"39,966"		9	0					395854.96	592120.26	2704248.00	2209023.00	4.86	1	555873	454077	121714	"121,714"	"555,873"	"454,077"						9.5	"13,068,240.0"	"59,683,206.3"	"48,753,530.5"		"121,504,976.8"	"3,040.2"
1910					"40,177"		9.33333333333333	0					459295.10	542810.36	2819217.00	2344380.00	4.86	1	579506	481900	111578	"111,578"	"579,506"	"481,900"						9.6	"11,855,162.5"	"61,572,512.5"	"51,201,875.0"		"124,629,550.0"	"3,102.0"
1911					"40,458"		9.33333333333333	0					1201908.10	532122.71	2886677.00	2685849.00	4.86	1	593372	552091	109381	"109,381"	"593,372"	"552,091"						9.6	"11,621,731.3"	"63,045,775.0"	"58,659,668.8"		"133,327,175.0"	"3,295.4"
1912					"40,809"		9.66666666666667	0					575243.33	611130.63	3496908.00	2856143.00	4.86	1	718809	587096	125621	"125,621"	"718,809"	"587,096"						9.9	"12,942,769.7"	"74,059,109.1"	"60,488,678.8"		"147,490,557.6"	"3,614.2"
1913					"41,170"		9.9	0.0					591431.91	609441.37	3085368.00	3126225.00	4.86	1	654770	642613	125274	"125,274"	"654,770"	"642,613"						9.8	"13,038,722.4"	"68,149,530.6"	"66,884,210.2"		"148,072,463.3"	"3,596.6"
1914					"41,543"		10.0	0.0		1.03410923621308					2980406.00	2918775.00	4.86	1	612639	599970	122713	"122,713"	"612,639"	"599,970"						9.8	"12,772,169.4"	"63,764,467.3"	"62,445,857.1"		"138,982,493.9"	"3,345.5"
1915					"41,904"		10.1	0.0					518446.82	555593.24			4.86	1	441730	459601	110826	"110,826"	"441,730"	"459,601"						11.0	"10,276,592.7"	"40,960,418.2"	"42,617,547.3"		"93,854,558.2"	"2,239.8"
1916			4017511.52308488	0	"42,265"		10.9	0.0					640462.21	613788.19			4.86	1	531074	527384	126168	"126,168"	"531,074"	"527,384"						13.0	"9,899,335.4"	"41,668,883.1"	"41,379,360.0"		"92,947,578.5"	"2,199.2"
1917			0	4868805.98225517	"42,732"		12.8	0.0							2793773.00	2802967.00	4.86	1	574276	576165	138915	"138,915"	"574,276"	"576,165"						16.3	"8,692,840.5"	"35,936,289.6"	"36,054,496.9"		"80,683,627.0"	"1,888.1"
1918					"43,371"		15.1	0.0							3565416.00	3668657.00	4.86	1	732891	754113	138421	"138,421"	"732,891"	"754,113"						19.9	"7,094,945.7"	"37,565,267.3"	"38,653,028.1"		"83,313,241.2"	"1,920.9"
1919					"44,010"		17.3	0.0							4695216.00	4448809.00	4.86	1	965128	914477	202038	"202,038"	"965,128"	"914,477"						21.9	"9,409,989.0"	"44,951,167.1"	"42,592,079.5"		"96,953,235.6"	"2,203.0"
1920					"44,649"		20.0	0.0							5876711.00	5045671.00	4.86	1	1207991	1037166	199565	"199,565"	"1,207,991"	"1,037,166"						25.3	"8,045,703.6"	"48,701,613.4"	"41,814,597.6"		"98,561,914.6"	"2,207.5"
1921					"45,288"		17.9	0.0					1105206.90	1410780.46	3343132.00	3045671.00	4.86	1	687199	626011	309892	"309,892"	"687,199"	"626,011"						23.1	"13,683,542.9"	"30,343,851.9"	"27,642,044.2"		"71,669,439.0"	"1,582.5"
1922					"45,927"		16.8	0.0					1137529.44	1098915.27	3290402.00	2817597.00	4.86	1	676360	581229	268995	"268,995"	"676,360"	"581,229"						19.9	"13,787,683.4"	"34,667,698.5"	"29,791,637.2"		"78,247,019.1"	"1,703.7"
1923					"46,527"		17.1	0.0					1093149.15	1203219.87	4036688.00	3196884.00	4.86	1	829764	658454	304659	"304,659"	"829,764"	"658,454"						18.7	"16,617,763.6"	"45,259,854.5"	"35,915,672.7"		"97,793,290.9"	"2,101.9"
1924					"47,132"		17.1	0.0					938969.43	920998.28	3894281.00	3337744.00	4.86	1	800491	686092	217155	"217,155"	"800,491"	"686,092"						18.6	"11,908,500.0"	"43,897,893.5"	"37,624,400.0"		"93,430,793.5"	"1,982.3"
1925					"47,893"		17.5	0.0					996287.47	971196.96	4515121.00	3576018.00	4.86	1	928108	735070	17241	"17,241"	"928,108"	"735,070"						18.6	"945,474.2"	"50,896,245.2"	"40,310,290.3"		"92,152,009.7"	"1,924.1"
1926					"48,584"		17.7	0.0					1116432.30	1040490.11	5065663.00	3928790.00	4.86	1	1041275	807586	228502	"228,502"	"1,041,275"	"807,586"						18.5	"12,598,488.6"	"57,410,837.8"	"44,526,363.2"		"114,535,689.7"	"2,357.5"
1927					"49,288"		17.4	0.0									4.86	1	924446	934770	242867	"242,867"	"924,446"	"934,770"						18.0	"13,762,463.3"	"52,385,273.3"	"52,970,300.0"		"119,118,036.7"	"2,416.8"
1928					"49,992"		17.1	0.0							4481748.00	4041502.00	4.86	1	916109	830753	221793.00	"221,793"	"916,109"	"830,753"						18.0	"12,568,270.0"	"51,912,843.3"	"47,076,003.3"		"111,557,116.7"	"2,231.5"
1929					"50,696"		17.1	0.0							5056673.00	4876875.00	4.86	1	1039427	998540	211049.00	"211,049"	"1,039,427"	"998,540"						17.8	"12,093,819.1"	"59,562,670.8"	"57,219,707.9"		"128,876,197.8"	"2,542.1"
1930					"51,400"		16.7	0.0					1160444.98	1087047.05	4925330.00	4534953.00	4.86	1	1012000	932000		"223,672"	"1,012,000"	"932,000"						17.3	"13,187,597.7"	"59,667,052.0"	"54,950,289.0"		"127,804,938.7"	"2,486.5"
1931					"52,104"		15.2	0.0					875045.26	1035600.35	4435358.00	2911066.00	4.86	1	964000	633000		"213,086"	"964,000"	"633,000"						16.6	"13,093,236.1"	"59,233,734.9"	"38,895,180.7"		"111,222,151.8"	"2,134.6"
1932					"52,945"		13.7	0.0					893716.02	940984.76	2301838.00	1447484.00	4.86	1	647000	404000		"193,618"	"647,000"	"404,000"						16.2	"12,190,763.0"	"40,737,037.0"	"25,437,037.0"		"78,364,837.0"	"1,480.1"
1933					"53,770"		13.0	0.0					1056244.31	958233.31	1687112.00	1042095.00	4.86	1	393000	243000		"197,167"	"393,000"	"243,000"						15.8	"12,728,502.5"	"25,370,886.1"	"15,687,341.8"		"53,786,730.4"	"1,000.3"
1934					"54,744"		13.4	0.0					836668.146666667	1089081.92000000	1912375.00	1520917.00	4.86	1	375000	298000		"224,091"	"375,000"	"298,000"						15.8	"14,466,634.2"	"24,208,860.8"	"19,237,974.7"		"57,913,469.6"	"1,057.9"
1935					"55,448"		13.7	0.0					1192687.72	1341957.42	2676795.00	1699043.00	4.86	1	547000	348000		"276,123"	"547,000"	"348,000"						15.9	"17,713,550.9"	"35,090,566.0"	"22,324,528.3"		"75,128,645.3"	"1,354.9"
1936					"56,071"		13.9	0.0					1597540.35	1388695.82			4.86	1	658000	485000		"285,740"	"658,000"	"485,000"						16.0	"18,215,925.0"	"41,947,500.0"	"30,918,750.0"		"91,082,175.0"	"1,624.4"
1937					"56,893"		14.4	0.0					1550749.20	1531253.58	3981249.00	2602600.00	4.86	1	801000	524000		"315,073"	"801,000"	"524,000"						16.6	"19,359,907.2"	"49,218,072.3"	"32,197,590.4"		"100,775,569.9"	"1,771.3"
1938					"57,767"		14.1	0.0					1740601.73	1872413.11	4004091.00	3263384.00	4.86	1	821000	668000		"385,270"	"821,000"	"668,000"						16.8	"23,391,392.9"	"49,846,428.6"	"40,557,142.9"		"113,794,964.3"	"1,969.9"
1939					"57,908"		13.9	0.0										1	795000	567000			"795,000"	"567,000"						17.3		"46,872,832.4"	"33,430,057.8"		"80,302,890.2"	"1,386.7"
1940					"58,050"		14.0	0.0									4.03	1	823000	754000			"823,000"	"754,000"						20.2		"41,557,425.7"	"38,073,267.3"		"79,630,693.1"	"1,371.8"
1941					"58,192"		14.7	0.0									4.03	1	931000	833000			"931,000"	"833,000"						22.4		"42,393,750.0"	"37,931,250.0"		"80,325,000.0"	"1,380.3"
1942					"58,334"		16.3	0.0									4.03	1	983000	634000			"983,000"	"634,000"						24.0		"41,777,500.0"	"26,945,000.0"		"68,722,500.0"	"1,178.1"
1943					"58,477"		17.3	0.0									4.03	1	1410000	929000			"1,410,000"	"929,000"						24.8		"57,991,935.5"	"38,208,871.0"		"96,200,806.5"	"1,645.1"
1944					"58,620"		17.6	0.0									4.03	1	1827000	1511000			"1,827,000"	"1,511,000"						25.5		"73,080,000.0"	"60,440,000.0"		"133,520,000.0"	"2,277.7"
1945					"58,763"		18.0	0.0									4.03	1	1944000	1221000			"1,944,000"	"1,221,000"						26.2		"75,682,442.7"	"47,535,114.5"		"123,217,557.3"	"2,096.9"
1946					"59,220"		19.5	0.0									4.03	1	1683000	1296000	B2909985	"722,081"	"1,683,000"	"1,296,000"	2909985					27.0	"27,278,615.6"	"63,580,000.0"	"48,960,000.0"		"139,818,615.6"	"2,361.0"
1947							22.3	0.0									4.03	1	2148000	1525000	B3394916	"842,411"	"2,148,000"	"1,525,000"	3394916					28.9	"29,732,152.9"	"75,811,764.7"	"53,823,529.4"		"159,367,447.1"	
1948							24.1	0.0									4.03	1	B7669906	B6142601	B3847374	"954,683"	"1,903,202"	"1,524,219"	3847374	7669906	6142601			31.1	"31,311,146.6"	"62,420,129.9"	"49,990,462.4"		"143,721,738.9"	
1949					"65,354"		23.8	0.0									4.03	1	B5620605	B4565847			"1,394,691"	"1,132,965"		5620605	4565847			32.0		"44,455,775.6"	"36,113,259.4"		"80,569,035.0"	"1,232.8"
1950					"68,915"		24.1	0.0									4	1.42857142857143	B8782607	B4756647	B5415752	"1,353,938"	"2,195,652"	"1,189,162"	5415752	8782607	4756647			33.0	"41,848,992.7"	"67,865,607.3"	"36,755,916.4"		"146,470,516.4"	"2,125.4"
1951					"70,741"	71239	26.0	0.0									4	1.42857142857143	B12407332	B6234131	B4441305	"1,110,326"	"3,101,833"	"1,558,533"	4441305	12407332	6234131			36.0	"31,459,236.7"	"87,885,268.3"	"44,158,435.0"		"163,502,940.0"	"2,311.3"
1952					"73,171"	73430	26.5	0.0									4	1.42857142857143	B12671851	B6189987	B4907330	"1,226,833"	"3,167,963"	"1,547,497"	4907330	12671851	6189987			39.3	"31,841,467.2"	"82,221,940.5"	"40,164,044.3"		"154,227,451.9"	"2,107.8"
1953		0.359008019625			"75,778"	75551	26.7	0.0									4	1.42857142857143	B11764015	B7490907	B5528355	"1,382,089"	"2,941,004"	"1,872,727"	5528355	11764015	7490907			40.5	"34,808,167.4"	"74,069,730.4"	"47,164,976.3"		"156,042,874.1"	"2,059.2"
1954		0.35782477841379			"78,094"	77688	26.9	0.0									4	1.42857142857143	B11409568	B7287826	B5339679	"1,334,920"	"2,852,392"	"1,821,957"	5339679	11409568	7287826			41.3	"32,968,968.5"	"70,446,485.2"	"44,997,485.2"		"148,412,939.0"	"1,900.4"
1955		0.35871645803461			"80,888"	79867	26.8	0.0									4	1.42857142857143	B14339799	B8186875	B5694732	"1,423,683"	"3,584,950"	"2,046,719"	5694732	14339799	8186875			43.1	"33,692,729.9"	"84,841,044.1"	"48,437,433.4"		"166,971,207.4"	"2,064.2"
1956		0.35896715592337			"82,333"	82134	27.2	0.0									4	1.42857142857143	B15850630	B9973040	B6702208	"1,675,552"	"3,962,658"	"2,493,260"	6702208	15850630	9973040			45.3	"37,727,660.9"	"89,225,411.9"	"56,139,629.1"		"183,092,702.0"	"2,223.8"
1957		0.35807966295785			"85,098"	84508	28.1	0.0									4	1.42857142857143	B15108063	B8943401	B8002687	"2,000,672"	"3,777,016"	"2,235,850"	8002687	15108063	8943401			46.9	"43,511,416.6"	"82,144,058.0"	"48,626,162.0"		"174,281,636.7"	"2,048.0"
1958		0.35780609958238			"88,156"	86952	28.9	0.0									4	1.42857142857143	B18516241	B9087875	B9262267	"2,315,567"	"4,629,060"	"2,271,969"	9262267	18516241	9087875			48.4	"48,799,139.3"	"97,554,570.2"	"47,880,338.4"		"194,234,047.9"	"2,203.3"
1959		0.35602528589655			"89,486"		29.1	0.0									4	1.42857142857143			B10401434	"2,600,359"			10401434					48.6	"54,575,435.8"				"54,575,435.8"	609.9
1960	28071888.5622288	0.356178			"90,508"	92068	29.6	245513937.295219	491027874.590438								4	1.42857142857143	B18783607	B11227455	B9365721	"2,341,430"	"4,695,902"	"2,806,864"	9365721	18783607	11227455	"9,998,589"	0.2342	49.1	"48,640,704.7"	"97,552,343.0"	"58,309,598.4"	"207,709,998.1"	"204,502,646.0"	"2,259.5"
1961	29964370.7125857	0.356866			"93,586"	94700	29.9	259289126.128266	518578252.256532								4	1.42857142857143	B22708464	B12402302	B9316775	"2,329,194"	"5,677,116"	"3,100,576"	9316775	22708464	12402302	"10,693,265"	0.2178	50.8	"46,767,281.1"	"113,989,337.0"	"62,255,659.8"	"214,707,291.8"	"223,012,278.0"	"2,383.0"
1962	31856922.8615428	0.356158			"98,453"	97392	30.3	272400385.698071	544800771.396142								4	1.42857142857143	B31202647	B12380520	B11958000	"2,989,500"	"7,800,662"	"3,095,130"	11958000	31202647	12380520	"11,346,098"	0.2635	53.0	"57,533,773.6"	"150,125,947.9"	"59,566,652.8"	"218,358,865.9"	"267,226,374.3"	"2,714.3"
1963	33749405.0118998	0.357140			"100,165"		30.6	285048852.257241	570097704.514482								4	1.42857142857143	B27553446	B18571994	B17219000	"4,304,750"	"6,888,362"	"4,642,999"	17219000	27553446	18571994	"12,053,263"	0.3571	54.0	"81,311,944.4"	"130,113,504.4"	"87,701,092.2"	"227,672,736.2"	"299,126,541.1"	"2,986.3"
1964	36193826.1234775	0.358153			"103,069"		31.0	301834338.47712	603668676.95424								4	1.42857142857143	B33900819		B12677000	"3,169,250"	"8,475,205"		12677000	33900819		"12,962,927"	0.2445	55.8	"57,932,526.9"	"154,923,102.2"		"236,956,737.6"	"212,855,629.0"	"2,065.2"
1965	40069930.0699301	0.357678			"106,120"		31.5	328944346.317529	657888692.635058								4	1.42857142857143	B34987986		B13508000	"3,377,000"	"8,746,997"		13508000	34987986		"14,332,132"	0.2356	58.4	"58,981,849.3"	"152,772,892.8"		"250,321,491.4"	"211,754,742.1"	"1,995.4"
1966	44405594.4055944	0.358038			"109,348"		32.5	353867554.781547	707735109.563094								4	1.42857142857143	B38761885	B19192693	B14741000	"3,685,250"	"9,690,471"	"4,798,173"	14741000	38761885	19192693	"15,898,890"	0.2318	60.7	"61,926,771.0"	"162,838,227.7"	"80,628,277.8"	"267,164,217.7"	"305,393,276.4"	"2,792.9"
1967	47379310.3448276	0.364886			"112,707"		33.4	367378438.584855	734756877.16971								4	1.42857142857143	B36951914	B17462062	B18989000	"4,747,250"	"9,237,979"	"4,365,516"	18989000	36951914	17462062	"17,288,047"	0.2746	62.3	"77,723,836.3"	"151,247,810.3"	"71,473,937.7"	"283,046,677.0"	"300,445,584.3"	"2,665.7"
